stateabb,ccode,year,version
"MAL",820,1997,2011
"SIN",830,1997,2011
"BRU",835,1997,2011
"PHI",840,1997,2011
"INS",850,1997,2011
"AUL",900,1997,2011
"PNG",910,1997,2011
"NEW",920,1997,2011
"VAN",935,1997,2011
"SOL",940,1997,2011
"FIJ",950,1997,2011
"MSI",983,1997,2011
"PAL",986,1997,2011
"FSM",987,1997,2011
"WSM",990,1997,2011
"USA",2,1998,2011
"CAN",20,1998,2011
"BHM",31,1998,2011
"CUB",40,1998,2011
"HAI",41,1998,2011
"DOM",42,1998,2011
"JAM",51,1998,2011
"TRI",52,1998,2011
"BAR",53,1998,2011
"DMA",54,1998,2011
"GRN",55,1998,2011
"SLU",56,1998,2011
"SVG",57,1998,2011
"AAB",58,1998,2011
"SKN",60,1998,2011
"MEX",70,1998,2011
"BLZ",80,1998,2011
"GUA",90,1998,2011
"HON",91,1998,2011
"SAL",92,1998,2011
"NIC",93,1998,2011
"COS",94,1998,2011
"PAN",95,1998,2011
"COL",100,1998,2011
"VEN",101,1998,2011
"GUY",110,1998,2011
"SUR",115,1998,2011
"ECU",130,1998,2011
"PER",135,1998,2011
"BRA",140,1998,2011
"BOL",145,1998,2011
"PAR",150,1998,2011
"CHL",155,1998,2011
"ARG",160,1998,2011
"URU",165,1998,2011
"UKG",200,1998,2011
"IRE",205,1998,2011
"NTH",210,1998,2011
"BEL",211,1998,2011
"LUX",212,1998,2011
"FRN",220,1998,2011
"MNC",221,1998,2011
"LIE",223,1998,2011
"SWZ",225,1998,2011
"SPN",230,1998,2011
"AND",232,1998,2011
"POR",235,1998,2011
"GMY",255,1998,2011
"POL",290,1998,2011
"AUS",305,1998,2011
"HUN",310,1998,2011
"CZR",316,1998,2011
"SLO",317,1998,2011
"ITA",325,1998,2011
"SNM",331,1998,2011
"MLT",338,1998,2011
"ALB",339,1998,2011
"MAC",343,1998,2011
"CRO",344,1998,2011
"YUG",345,1998,2011
"BOS",346,1998,2011
"SLV",349,1998,2011
"GRC",350,1998,2011
"CYP",352,1998,2011
"BUL",355,1998,2011
"MLD",359,1998,2011
"ROM",360,1998,2011
"RUS",365,1998,2011
"EST",366,1998,2011
"LAT",367,1998,2011
"LIT",368,1998,2011
"UKR",369,1998,2011
"BLR",370,1998,2011
"ARM",371,1998,2011
"GRG",372,1998,2011
"AZE",373,1998,2011
"FIN",375,1998,2011
"SWD",380,1998,2011
"NOR",385,1998,2011
"DEN",390,1998,2011
"ICE",395,1998,2011
"CAP",402,1998,2011
"STP",403,1998,2011
"GNB",404,1998,2011
"EQG",411,1998,2011
"GAM",420,1998,2011
"MLI",432,1998,2011
"SEN",433,1998,2011
"BEN",434,1998,2011
"MAA",435,1998,2011
"NIR",436,1998,2011
"CDI",437,1998,2011
"GUI",438,1998,2011
"BFO",439,1998,2011
"LBR",450,1998,2011
"SIE",451,1998,2011
"GHA",452,1998,2011
"TOG",461,1998,2011
"CAO",471,1998,2011
"NIG",475,1998,2011
"GAB",481,1998,2011
"CEN",482,1998,2011
"CHA",483,1998,2011
"CON",484,1998,2011
"DRC",490,1998,2011
"UGA",500,1998,2011
"KEN",501,1998,2011
"TAZ",510,1998,2011
"BUI",516,1998,2011
"RWA",517,1998,2011
"SOM",520,1998,2011
"DJI",522,1998,2011
"ETH",530,1998,2011
"ERI",531,1998,2011
"ANG",540,1998,2011
"MZM",541,1998,2011
"ZAM",551,1998,2011
"ZIM",552,1998,2011
"MAW",553,1998,2011
"SAF",560,1998,2011
"NAM",565,1998,2011
"LES",570,1998,2011
"BOT",571,1998,2011
"SWA",572,1998,2011
"MAG",580,1998,2011
"COM",581,1998,2011
"MAS",590,1998,2011
"SEY",591,1998,2011
"MOR",600,1998,2011
"ALG",615,1998,2011
"TUN",616,1998,2011
"LIB",620,1998,2011
"SUD",625,1998,2011
"IRN",630,1998,2011
"TUR",640,1998,2011
"IRQ",645,1998,2011
"EGY",651,1998,2011
"SYR",652,1998,2011
"LEB",660,1998,2011
"JOR",663,1998,2011
"ISR",666,1998,2011
"SAU",670,1998,2011
"YEM",679,1998,2011
"KUW",690,1998,2011
"BAH",692,1998,2011
"QAT",694,1998,2011
"UAE",696,1998,2011
"OMA",698,1998,2011
"AFG",700,1998,2011
"TKM",701,1998,2011
"TAJ",702,1998,2011
"KYR",703,1998,2011
"UZB",704,1998,2011
"KZK",705,1998,2011
"CHN",710,1998,2011
"MON",712,1998,2011
"TAW",713,1998,2011
"PRK",731,1998,2011
"ROK",732,1998,2011
"JPN",740,1998,2011
"IND",750,1998,2011
"BHU",760,1998,2011
"PAK",770,1998,2011
"BNG",771,1998,2011
"MYA",775,1998,2011
"SRI",780,1998,2011
"MAD",781,1998,2011
"NEP",790,1998,2011
"THI",800,1998,2011
"CAM",811,1998,2011
"LAO",812,1998,2011
"DRV",816,1998,2011
"MAL",820,1998,2011
"SIN",830,1998,2011
"BRU",835,1998,2011
"PHI",840,1998,2011
"INS",850,1998,2011
"AUL",900,1998,2011
"PNG",910,1998,2011
"NEW",920,1998,2011
"VAN",935,1998,2011
"SOL",940,1998,2011
"FIJ",950,1998,2011
"MSI",983,1998,2011
"PAL",986,1998,2011
"FSM",987,1998,2011
"WSM",990,1998,2011
"USA",2,1999,2011
"CAN",20,1999,2011
"BHM",31,1999,2011
"CUB",40,1999,2011
"HAI",41,1999,2011
"DOM",42,1999,2011
"JAM",51,1999,2011
"TRI",52,1999,2011
"BAR",53,1999,2011
"DMA",54,1999,2011
"GRN",55,1999,2011
"SLU",56,1999,2011
"SVG",57,1999,2011
"AAB",58,1999,2011
"SKN",60,1999,2011
"MEX",70,1999,2011
"BLZ",80,1999,2011
"GUA",90,1999,2011
"HON",91,1999,2011
"SAL",92,1999,2011
"NIC",93,1999,2011
"COS",94,1999,2011
"PAN",95,1999,2011
"COL",100,1999,2011
"VEN",101,1999,2011
"GUY",110,1999,2011
"SUR",115,1999,2011
"ECU",130,1999,2011
"PER",135,1999,2011
"BRA",140,1999,2011
"BOL",145,1999,2011
"PAR",150,1999,2011
"CHL",155,1999,2011
"ARG",160,1999,2011
"URU",165,1999,2011
"UKG",200,1999,2011
"IRE",205,1999,2011
"NTH",210,1999,2011
"BEL",211,1999,2011
"LUX",212,1999,2011
"FRN",220,1999,2011
"MNC",221,1999,2011
"LIE",223,1999,2011
"SWZ",225,1999,2011
"SPN",230,1999,2011
"AND",232,1999,2011
"POR",235,1999,2011
"GMY",255,1999,2011
"POL",290,1999,2011
"AUS",305,1999,2011
"HUN",310,1999,2011
"CZR",316,1999,2011
"SLO",317,1999,2011
"ITA",325,1999,2011
"SNM",331,1999,2011
"MLT",338,1999,2011
"ALB",339,1999,2011
"MAC",343,1999,2011
"CRO",344,1999,2011
"YUG",345,1999,2011
"BOS",346,1999,2011
"SLV",349,1999,2011
"GRC",350,1999,2011
"CYP",352,1999,2011
"BUL",355,1999,2011
"MLD",359,1999,2011
"ROM",360,1999,2011
"RUS",365,1999,2011
"EST",366,1999,2011
"LAT",367,1999,2011
"LIT",368,1999,2011
"UKR",369,1999,2011
"BLR",370,1999,2011
"ARM",371,1999,2011
"GRG",372,1999,2011
"AZE",373,1999,2011
"FIN",375,1999,2011
"SWD",380,1999,2011
"NOR",385,1999,2011
"DEN",390,1999,2011
"ICE",395,1999,2011
"CAP",402,1999,2011
"STP",403,1999,2011
"GNB",404,1999,2011
"EQG",411,1999,2011
"GAM",420,1999,2011
"MLI",432,1999,2011
"SEN",433,1999,2011
"BEN",434,1999,2011
"MAA",435,1999,2011
"NIR",436,1999,2011
"CDI",437,1999,2011
"GUI",438,1999,2011
"BFO",439,1999,2011
"LBR",450,1999,2011
"SIE",451,1999,2011
"GHA",452,1999,2011
"TOG",461,1999,2011
"CAO",471,1999,2011
"NIG",475,1999,2011
"GAB",481,1999,2011
"CEN",482,1999,2011
"CHA",483,1999,2011
"CON",484,1999,2011
"DRC",490,1999,2011
"UGA",500,1999,2011
"KEN",501,1999,2011
"TAZ",510,1999,2011
"BUI",516,1999,2011
"RWA",517,1999,2011
"SOM",520,1999,2011
"DJI",522,1999,2011
"ETH",530,1999,2011
"ERI",531,1999,2011
"ANG",540,1999,2011
"MZM",541,1999,2011
"ZAM",551,1999,2011
"ZIM",552,1999,2011
"MAW",553,1999,2011
"SAF",560,1999,2011
"NAM",565,1999,2011
"LES",570,1999,2011
"BOT",571,1999,2011
"SWA",572,1999,2011
"MAG",580,1999,2011
"COM",581,1999,2011
"MAS",590,1999,2011
"SEY",591,1999,2011
"MOR",600,1999,2011
"ALG",615,1999,2011
"TUN",616,1999,2011
"LIB",620,1999,2011
"SUD",625,1999,2011
"IRN",630,1999,2011
"TUR",640,1999,2011
"IRQ",645,1999,2011
"EGY",651,1999,2011
"SYR",652,1999,2011
"LEB",660,1999,2011
"JOR",663,1999,2011
"ISR",666,1999,2011
"SAU",670,1999,2011
"YEM",679,1999,2011
"KUW",690,1999,2011
"BAH",692,1999,2011
"QAT",694,1999,2011
"UAE",696,1999,2011
"OMA",698,1999,2011
"AFG",700,1999,2011
"TKM",701,1999,2011
"TAJ",702,1999,2011
"KYR",703,1999,2011
"UZB",704,1999,2011
"KZK",705,1999,2011
"CHN",710,1999,2011
"MON",712,1999,2011
"TAW",713,1999,2011
"PRK",731,1999,2011
"ROK",732,1999,2011
"JPN",740,1999,2011
"IND",750,1999,2011
"BHU",760,1999,2011
"PAK",770,1999,2011
"BNG",771,1999,2011
"MYA",775,1999,2011
"SRI",780,1999,2011
"MAD",781,1999,2011
"NEP",790,1999,2011
"THI",800,1999,2011
"CAM",811,1999,2011
"LAO",812,1999,2011
"DRV",816,1999,2011
"MAL",820,1999,2011
"SIN",830,1999,2011
"BRU",835,1999,2011
"PHI",840,1999,2011
"INS",850,1999,2011
"AUL",900,1999,2011
"PNG",910,1999,2011
"NEW",920,1999,2011
"VAN",935,1999,2011
"SOL",940,1999,2011
"KIR",946,1999,2011
"FIJ",950,1999,2011
"TON",955,1999,2011
"NAU",970,1999,2011
"MSI",983,1999,2011
"PAL",986,1999,2011
"FSM",987,1999,2011
"WSM",990,1999,2011
"USA",2,2000,2011
"CAN",20,2000,2011
"BHM",31,2000,2011
"CUB",40,2000,2011
"HAI",41,2000,2011
"DOM",42,2000,2011
"JAM",51,2000,2011
"TRI",52,2000,2011
"BAR",53,2000,2011
"DMA",54,2000,2011
"GRN",55,2000,2011
"SLU",56,2000,2011
"SVG",57,2000,2011
"AAB",58,2000,2011
"SKN",60,2000,2011
"MEX",70,2000,2011
"BLZ",80,2000,2011
"GUA",90,2000,2011
"HON",91,2000,2011
"SAL",92,2000,2011
"NIC",93,2000,2011
"COS",94,2000,2011
"PAN",95,2000,2011
"COL",100,2000,2011
"VEN",101,2000,2011
"GUY",110,2000,2011
"SUR",115,2000,2011
"ECU",130,2000,2011
"PER",135,2000,2011
"BRA",140,2000,2011
"BOL",145,2000,2011
"PAR",150,2000,2011
"CHL",155,2000,2011
"ARG",160,2000,2011
"URU",165,2000,2011
"UKG",200,2000,2011
"IRE",205,2000,2011
"NTH",210,2000,2011
"BEL",211,2000,2011
"LUX",212,2000,2011
"FRN",220,2000,2011
"MNC",221,2000,2011
"LIE",223,2000,2011
"SWZ",225,2000,2011
"SPN",230,2000,2011
"AND",232,2000,2011
"POR",235,2000,2011
"GMY",255,2000,2011
"POL",290,2000,2011
"AUS",305,2000,2011
"HUN",310,2000,2011
"CZR",316,2000,2011
"SLO",317,2000,2011
"ITA",325,2000,2011
"SNM",331,2000,2011
"MLT",338,2000,2011
"ALB",339,2000,2011
"MAC",343,2000,2011
"CRO",344,2000,2011
"YUG",345,2000,2011
"BOS",346,2000,2011
"SLV",349,2000,2011
"GRC",350,2000,2011
"CYP",352,2000,2011
"BUL",355,2000,2011
"MLD",359,2000,2011
"ROM",360,2000,2011
"RUS",365,2000,2011
"EST",366,2000,2011
"LAT",367,2000,2011
"LIT",368,2000,2011
"UKR",369,2000,2011
"BLR",370,2000,2011
"ARM",371,2000,2011
"GRG",372,2000,2011
"AZE",373,2000,2011
"FIN",375,2000,2011
"SWD",380,2000,2011
"NOR",385,2000,2011
"DEN",390,2000,2011
"ICE",395,2000,2011
"CAP",402,2000,2011
"STP",403,2000,2011
"GNB",404,2000,2011
"EQG",411,2000,2011
"GAM",420,2000,2011
"MLI",432,2000,2011
"SEN",433,2000,2011
"BEN",434,2000,2011
"MAA",435,2000,2011
"NIR",436,2000,2011
"CDI",437,2000,2011
"GUI",438,2000,2011
"BFO",439,2000,2011
"LBR",450,2000,2011
"SIE",451,2000,2011
"GHA",452,2000,2011
"TOG",461,2000,2011
"CAO",471,2000,2011
"NIG",475,2000,2011
"GAB",481,2000,2011
"CEN",482,2000,2011
"CHA",483,2000,2011
"CON",484,2000,2011
"DRC",490,2000,2011
"UGA",500,2000,2011
"KEN",501,2000,2011
"TAZ",510,2000,2011
"BUI",516,2000,2011
"RWA",517,2000,2011
"SOM",520,2000,2011
"DJI",522,2000,2011
"ETH",530,2000,2011
"ERI",531,2000,2011
"ANG",540,2000,2011
"MZM",541,2000,2011
"ZAM",551,2000,2011
"ZIM",552,2000,2011
"MAW",553,2000,2011
"SAF",560,2000,2011
"NAM",565,2000,2011
"LES",570,2000,2011
"BOT",571,2000,2011
"SWA",572,2000,2011
"MAG",580,2000,2011
"COM",581,2000,2011
"MAS",590,2000,2011
"SEY",591,2000,2011
"MOR",600,2000,2011
"ALG",615,2000,2011
"TUN",616,2000,2011
"LIB",620,2000,2011
"SUD",625,2000,2011
"IRN",630,2000,2011
"TUR",640,2000,2011
"IRQ",645,2000,2011
"EGY",651,2000,2011
"SYR",652,2000,2011
"LEB",660,2000,2011
"JOR",663,2000,2011
"ISR",666,2000,2011
"SAU",670,2000,2011
"YEM",679,2000,2011
"KUW",690,2000,2011
"BAH",692,2000,2011
"QAT",694,2000,2011
"UAE",696,2000,2011
"OMA",698,2000,2011
"AFG",700,2000,2011
"TKM",701,2000,2011
"TAJ",702,2000,2011
"KYR",703,2000,2011
"UZB",704,2000,2011
"KZK",705,2000,2011
"CHN",710,2000,2011
"MON",712,2000,2011
"TAW",713,2000,2011
"PRK",731,2000,2011
"ROK",732,2000,2011
"JPN",740,2000,2011
"IND",750,2000,2011
"BHU",760,2000,2011
"PAK",770,2000,2011
"BNG",771,2000,2011
"MYA",775,2000,2011
"SRI",780,2000,2011
"MAD",781,2000,2011
"NEP",790,2000,2011
"THI",800,2000,2011
"CAM",811,2000,2011
"LAO",812,2000,2011
"DRV",816,2000,2011
"MAL",820,2000,2011
"SIN",830,2000,2011
"BRU",835,2000,2011
"PHI",840,2000,2011
"INS",850,2000,2011
"AUL",900,2000,2011
"PNG",910,2000,2011
"NEW",920,2000,2011
"VAN",935,2000,2011
"SOL",940,2000,2011
"KIR",946,2000,2011
"TUV",947,2000,2011
"FIJ",950,2000,2011
"TON",955,2000,2011
"NAU",970,2000,2011
"MSI",983,2000,2011
"PAL",986,2000,2011
"FSM",987,2000,2011
"WSM",990,2000,2011
"USA",2,2001,2011
"CAN",20,2001,2011
"BHM",31,2001,2011
"CUB",40,2001,2011
"HAI",41,2001,2011
"DOM",42,2001,2011
"JAM",51,2001,2011
"TRI",52,2001,2011
"BAR",53,2001,2011
"DMA",54,2001,2011
"GRN",55,2001,2011
"SLU",56,2001,2011
"SVG",57,2001,2011
"AAB",58,2001,2011
"SKN",60,2001,2011
"MEX",70,2001,2011
"BLZ",80,2001,2011
"GUA",90,2001,2011
"HON",91,2001,2011
"SAL",92,2001,2011
"NIC",93,2001,2011
"COS",94,2001,2011
"PAN",95,2001,2011
"COL",100,2001,2011
"VEN",101,2001,2011
"GUY",110,2001,2011
"SUR",115,2001,2011
"ECU",130,2001,2011
"PER",135,2001,2011
"BRA",140,2001,2011
"BOL",145,2001,2011
"PAR",150,2001,2011
"CHL",155,2001,2011
"ARG",160,2001,2011
"URU",165,2001,2011
"UKG",200,2001,2011
"IRE",205,2001,2011
"NTH",210,2001,2011
"BEL",211,2001,2011
"LUX",212,2001,2011
"FRN",220,2001,2011
"MNC",221,2001,2011
"LIE",223,2001,2011
"SWZ",225,2001,2011
"SPN",230,2001,2011
"AND",232,2001,2011
"POR",235,2001,2011
"GMY",255,2001,2011
"POL",290,2001,2011
"AUS",305,2001,2011
"HUN",310,2001,2011
"CZR",316,2001,2011
"SLO",317,2001,2011
"ITA",325,2001,2011
"SNM",331,2001,2011
"MLT",338,2001,2011
"ALB",339,2001,2011
"MAC",343,2001,2011
"CRO",344,2001,2011
"YUG",345,2001,2011
"BOS",346,2001,2011
"SLV",349,2001,2011
"GRC",350,2001,2011
"CYP",352,2001,2011
"BUL",355,2001,2011
"MLD",359,2001,2011
"ROM",360,2001,2011
"RUS",365,2001,2011
"EST",366,2001,2011
"LAT",367,2001,2011
"LIT",368,2001,2011
"UKR",369,2001,2011
"BLR",370,2001,2011
"ARM",371,2001,2011
"GRG",372,2001,2011
"AZE",373,2001,2011
"FIN",375,2001,2011
"SWD",380,2001,2011
"NOR",385,2001,2011
"DEN",390,2001,2011
"ICE",395,2001,2011
"CAP",402,2001,2011
"STP",403,2001,2011
"GNB",404,2001,2011
"EQG",411,2001,2011
"GAM",420,2001,2011
"MLI",432,2001,2011
"SEN",433,2001,2011
"BEN",434,2001,2011
"MAA",435,2001,2011
"NIR",436,2001,2011
"CDI",437,2001,2011
"GUI",438,2001,2011
"BFO",439,2001,2011
"LBR",450,2001,2011
"SIE",451,2001,2011
"GHA",452,2001,2011
"TOG",461,2001,2011
"CAO",471,2001,2011
"NIG",475,2001,2011
"GAB",481,2001,2011
"CEN",482,2001,2011
"CHA",483,2001,2011
"CON",484,2001,2011
"DRC",490,2001,2011
"UGA",500,2001,2011
"KEN",501,2001,2011
"TAZ",510,2001,2011
"BUI",516,2001,2011
"RWA",517,2001,2011
"SOM",520,2001,2011
"DJI",522,2001,2011
"ETH",530,2001,2011
"ERI",531,2001,2011
"ANG",540,2001,2011
"MZM",541,2001,2011
"ZAM",551,2001,2011
"ZIM",552,2001,2011
"MAW",553,2001,2011
"SAF",560,2001,2011
"NAM",565,2001,2011
"LES",570,2001,2011
"BOT",571,2001,2011
"SWA",572,2001,2011
"MAG",580,2001,2011
"COM",581,2001,2011
"MAS",590,2001,2011
"SEY",591,2001,2011
"MOR",600,2001,2011
"ALG",615,2001,2011
"TUN",616,2001,2011
"LIB",620,2001,2011
"SUD",625,2001,2011
"IRN",630,2001,2011
"TUR",640,2001,2011
"IRQ",645,2001,2011
"EGY",651,2001,2011
"SYR",652,2001,2011
"LEB",660,2001,2011
"JOR",663,2001,2011
"ISR",666,2001,2011
"SAU",670,2001,2011
"YEM",679,2001,2011
"KUW",690,2001,2011
"BAH",692,2001,2011
"QAT",694,2001,2011
"UAE",696,2001,2011
"OMA",698,2001,2011
"AFG",700,2001,2011
"TKM",701,2001,2011
"TAJ",702,2001,2011
"KYR",703,2001,2011
"UZB",704,2001,2011
"KZK",705,2001,2011
"CHN",710,2001,2011
"MON",712,2001,2011
"TAW",713,2001,2011
"PRK",731,2001,2011
"ROK",732,2001,2011
"JPN",740,2001,2011
"IND",750,2001,2011
"BHU",760,2001,2011
"PAK",770,2001,2011
"BNG",771,2001,2011
"MYA",775,2001,2011
"SRI",780,2001,2011
"MAD",781,2001,2011
"NEP",790,2001,2011
"THI",800,2001,2011
"CAM",811,2001,2011
"LAO",812,2001,2011
"DRV",816,2001,2011
"MAL",820,2001,2011
"SIN",830,2001,2011
"BRU",835,2001,2011
"PHI",840,2001,2011
"INS",850,2001,2011
"AUL",900,2001,2011
"PNG",910,2001,2011
"NEW",920,2001,2011
"VAN",935,2001,2011
"SOL",940,2001,2011
"KIR",946,2001,2011
"TUV",947,2001,2011
"FIJ",950,2001,2011
"TON",955,2001,2011
"NAU",970,2001,2011
"MSI",983,2001,2011
"PAL",986,2001,2011
"FSM",987,2001,2011
"WSM",990,2001,2011
"USA",2,2002,2011
"CAN",20,2002,2011
"BHM",31,2002,2011
"CUB",40,2002,2011
"HAI",41,2002,2011
"DOM",42,2002,2011
"JAM",51,2002,2011
"TRI",52,2002,2011
"BAR",53,2002,2011
"DMA",54,2002,2011
"GRN",55,2002,2011
"SLU",56,2002,2011
"SVG",57,2002,2011
"AAB",58,2002,2011
"SKN",60,2002,2011
"MEX",70,2002,2011
"BLZ",80,2002,2011
"GUA",90,2002,2011
"HON",91,2002,2011
"SAL",92,2002,2011
"NIC",93,2002,2011
"COS",94,2002,2011
"PAN",95,2002,2011
"COL",100,2002,2011
"VEN",101,2002,2011
"GUY",110,2002,2011
"SUR",115,2002,2011
"ECU",130,2002,2011
"PER",135,2002,2011
"BRA",140,2002,2011
"BOL",145,2002,2011
"PAR",150,2002,2011
"CHL",155,2002,2011
"ARG",160,2002,2011
"URU",165,2002,2011
"UKG",200,2002,2011
"IRE",205,2002,2011
"NTH",210,2002,2011
"BEL",211,2002,2011
"LUX",212,2002,2011
"FRN",220,2002,2011
"MNC",221,2002,2011
"LIE",223,2002,2011
"SWZ",225,2002,2011
"SPN",230,2002,2011
"AND",232,2002,2011
"POR",235,2002,2011
"GMY",255,2002,2011
"POL",290,2002,2011
"AUS",305,2002,2011
"HUN",310,2002,2011
"CZR",316,2002,2011
"SLO",317,2002,2011
"ITA",325,2002,2011
"SNM",331,2002,2011
"MLT",338,2002,2011
"ALB",339,2002,2011
"MAC",343,2002,2011
"CRO",344,2002,2011
"YUG",345,2002,2011
"BOS",346,2002,2011
"SLV",349,2002,2011
"GRC",350,2002,2011
"CYP",352,2002,2011
"BUL",355,2002,2011
"MLD",359,2002,2011
"ROM",360,2002,2011
"RUS",365,2002,2011
"EST",366,2002,2011
"LAT",367,2002,2011
"LIT",368,2002,2011
"UKR",369,2002,2011
"BLR",370,2002,2011
"ARM",371,2002,2011
"GRG",372,2002,2011
"AZE",373,2002,2011
"FIN",375,2002,2011
"SWD",380,2002,2011
"NOR",385,2002,2011
"DEN",390,2002,2011
"ICE",395,2002,2011
"CAP",402,2002,2011
"STP",403,2002,2011
"GNB",404,2002,2011
"EQG",411,2002,2011
"GAM",420,2002,2011
"MLI",432,2002,2011
"SEN",433,2002,2011
"BEN",434,2002,2011
"MAA",435,2002,2011
"NIR",436,2002,2011
"CDI",437,2002,2011
"GUI",438,2002,2011
"BFO",439,2002,2011
"LBR",450,2002,2011
"SIE",451,2002,2011
"GHA",452,2002,2011
"TOG",461,2002,2011
"CAO",471,2002,2011
"NIG",475,2002,2011
"GAB",481,2002,2011
"CEN",482,2002,2011
"CHA",483,2002,2011
"CON",484,2002,2011
"DRC",490,2002,2011
"UGA",500,2002,2011
"KEN",501,2002,2011
"TAZ",510,2002,2011
"BUI",516,2002,2011
"RWA",517,2002,2011
"SOM",520,2002,2011
"DJI",522,2002,2011
"ETH",530,2002,2011
"ERI",531,2002,2011
"ANG",540,2002,2011
"MZM",541,2002,2011
"ZAM",551,2002,2011
"ZIM",552,2002,2011
"MAW",553,2002,2011
"SAF",560,2002,2011
"NAM",565,2002,2011
"LES",570,2002,2011
"BOT",571,2002,2011
"SWA",572,2002,2011
"MAG",580,2002,2011
"COM",581,2002,2011
"MAS",590,2002,2011
"SEY",591,2002,2011
"MOR",600,2002,2011
"ALG",615,2002,2011
"TUN",616,2002,2011
"LIB",620,2002,2011
"SUD",625,2002,2011
"IRN",630,2002,2011
"TUR",640,2002,2011
"IRQ",645,2002,2011
"EGY",651,2002,2011
"SYR",652,2002,2011
"LEB",660,2002,2011
"JOR",663,2002,2011
"ISR",666,2002,2011
"SAU",670,2002,2011
"YEM",679,2002,2011
"KUW",690,2002,2011
"BAH",692,2002,2011
"QAT",694,2002,2011
"UAE",696,2002,2011
"OMA",698,2002,2011
"AFG",700,2002,2011
"TKM",701,2002,2011
"TAJ",702,2002,2011
"KYR",703,2002,2011
"UZB",704,2002,2011
"KZK",705,2002,2011
"CHN",710,2002,2011
"MON",712,2002,2011
"TAW",713,2002,2011
"PRK",731,2002,2011
"ROK",732,2002,2011
"JPN",740,2002,2011
"IND",750,2002,2011
"BHU",760,2002,2011
"PAK",770,2002,2011
"BNG",771,2002,2011
"MYA",775,2002,2011
"SRI",780,2002,2011
"MAD",781,2002,2011
"NEP",790,2002,2011
"THI",800,2002,2011
"CAM",811,2002,2011
"LAO",812,2002,2011
"DRV",816,2002,2011
"MAL",820,2002,2011
"SIN",830,2002,2011
"BRU",835,2002,2011
"PHI",840,2002,2011
"INS",850,2002,2011
"ETM",860,2002,2011
"AUL",900,2002,2011
"PNG",910,2002,2011
"NEW",920,2002,2011
"VAN",935,2002,2011
"SOL",940,2002,2011
"KIR",946,2002,2011
"TUV",947,2002,2011
"FIJ",950,2002,2011
"TON",955,2002,2011
"NAU",970,2002,2011
"MSI",983,2002,2011
"PAL",986,2002,2011
"FSM",987,2002,2011
"WSM",990,2002,2011
"USA",2,2003,2011
"CAN",20,2003,2011
"BHM",31,2003,2011
"CUB",40,2003,2011
"HAI",41,2003,2011
"DOM",42,2003,2011
"JAM",51,2003,2011
"TRI",52,2003,2011
"BAR",53,2003,2011
"DMA",54,2003,2011
"GRN",55,2003,2011
"SLU",56,2003,2011
"SVG",57,2003,2011
"AAB",58,2003,2011
"SKN",60,2003,2011
"MEX",70,2003,2011
"BLZ",80,2003,2011
"GUA",90,2003,2011
"HON",91,2003,2011
"SAL",92,2003,2011
"NIC",93,2003,2011
"COS",94,2003,2011
"PAN",95,2003,2011
"COL",100,2003,2011
"VEN",101,2003,2011
"GUY",110,2003,2011
"SUR",115,2003,2011
"ECU",130,2003,2011
"PER",135,2003,2011
"BRA",140,2003,2011
"BOL",145,2003,2011
"PAR",150,2003,2011
"CHL",155,2003,2011
"ARG",160,2003,2011
"URU",165,2003,2011
"UKG",200,2003,2011
"IRE",205,2003,2011
"NTH",210,2003,2011
"BEL",211,2003,2011
"LUX",212,2003,2011
"FRN",220,2003,2011
"MNC",221,2003,2011
"LIE",223,2003,2011
"SWZ",225,2003,2011
"SPN",230,2003,2011
"AND",232,2003,2011
"POR",235,2003,2011
"GMY",255,2003,2011
"POL",290,2003,2011
"AUS",305,2003,2011
"HUN",310,2003,2011
"CZR",316,2003,2011
"SLO",317,2003,2011
"ITA",325,2003,2011
"SNM",331,2003,2011
"MLT",338,2003,2011
"ALB",339,2003,2011
"MAC",343,2003,2011
"CRO",344,2003,2011
"YUG",345,2003,2011
"BOS",346,2003,2011
"SLV",349,2003,2011
"GRC",350,2003,2011
"CYP",352,2003,2011
"BUL",355,2003,2011
"MLD",359,2003,2011
"ROM",360,2003,2011
"RUS",365,2003,2011
"EST",366,2003,2011
"LAT",367,2003,2011
"LIT",368,2003,2011
"UKR",369,2003,2011
"BLR",370,2003,2011
"ARM",371,2003,2011
"GRG",372,2003,2011
"AZE",373,2003,2011
"FIN",375,2003,2011
"SWD",380,2003,2011
"NOR",385,2003,2011
"DEN",390,2003,2011
"ICE",395,2003,2011
"CAP",402,2003,2011
"STP",403,2003,2011
"GNB",404,2003,2011
"EQG",411,2003,2011
"GAM",420,2003,2011
"MLI",432,2003,2011
"SEN",433,2003,2011
"BEN",434,2003,2011
"MAA",435,2003,2011
"NIR",436,2003,2011
"CDI",437,2003,2011
"GUI",438,2003,2011
"BFO",439,2003,2011
"LBR",450,2003,2011
"SIE",451,2003,2011
"GHA",452,2003,2011
"TOG",461,2003,2011
"CAO",471,2003,2011
"NIG",475,2003,2011
"GAB",481,2003,2011
"CEN",482,2003,2011
"CHA",483,2003,2011
"CON",484,2003,2011
"DRC",490,2003,2011
"UGA",500,2003,2011
"KEN",501,2003,2011
"TAZ",510,2003,2011
"BUI",516,2003,2011
"RWA",517,2003,2011
"SOM",520,2003,2011
"DJI",522,2003,2011
"ETH",530,2003,2011
"ERI",531,2003,2011
