    date      Mkt-RF     SMB     HML      RF
19891012   -0.40    0.24   -0.12   0.031
19891013   -5.37    2.06    0.87   0.031
19891016    1.58   -3.45   -0.57   0.031
19891017   -0.42    0.26   -0.24   0.031
19891018    0.25    0.33   -0.32   0.031
19891019    1.49   -0.22   -0.59   0.031
19891020   -0.07   -0.05    0.13   0.031
19891023   -0.67    0.03   -0.04   0.031
19891024   -0.54   -0.78   -0.14   0.031
19891025   -0.27    0.52    0.15   0.031
19891026   -1.13    0.25    0.15   0.031
19891027   -0.94   -0.17    0.43   0.031
19891030   -0.05   -0.42    0.04   0.031
19891031    1.29   -0.74   -0.22   0.031
19891101    0.30   -0.08    0.18   0.033
19891102   -0.63    0.32    0.32   0.033
19891103   -0.19    0.28    0.03   0.033
19891106   -1.31    0.44   -0.02   0.033
19891107    0.48   -0.54    0.02   0.033
19891108    0.93   -0.11   -0.68   0.033
19891109   -0.32    0.38   -0.04   0.033
19891110    0.58   -0.30   -0.31   0.033
19891113    0.16   -0.19   -0.09   0.033
19891114   -0.44    0.15    0.24   0.033
19891115    0.57   -0.39   -0.08   0.033
19891116    0.01   -0.10   -0.08   0.033
19891117    0.28    0.05   -0.27   0.033
19891120   -0.61    0.03   -0.11   0.033
19891121   -0.08   -0.22   -0.03   0.033
19891122    0.51   -0.27   -0.23   0.033
19891124    0.55   -0.25   -0.15   0.033
19891127    0.35   -0.34    0.22   0.033
19891128    0.09    0.16    0.17   0.033
19891129   -0.53    0.21    0.04   0.033
19891130    0.43   -0.50   -0.17   0.033
19891201    1.03   -0.95    0.02   0.030
19891204    0.23   -0.27    0.07   0.030
19891205   -0.35    0.30    0.13   0.030
19891206   -0.28    0.38    0.20   0.030
19891207   -0.22    0.07   -0.25   0.030
19891208    0.17   -0.11    0.20   0.030
19891211   -0.14   -0.35    0.05   0.030
19891212    0.61   -0.79    0.34   0.030
19891213    0.26   -0.10    0.13   0.030
19891214   -0.54   -0.19    0.17   0.030
19891215   -0.38   -0.20   -0.27   0.030
19891218   -1.69    0.15    0.27   0.030
19891219   -0.44   -0.24   -0.07   0.030
19891220    0.11   -0.04    0.30   0.030
19891221    0.52    0.00   -0.04   0.030
19891222    0.77   -0.03   -0.33   0.030
19891226   -0.08    0.21    0.08   0.030
19891227    0.48   -0.18   -0.14   0.030
19891228    0.43   -0.24   -0.27   0.030
19891229    0.76    0.31   -0.26   0.030
19900102    1.42   -0.71   -0.08   0.026
19900103   -0.02    0.73   -0.27   0.026
19900104   -0.67    0.43   -0.23   0.026
19900105   -0.79    0.74   -0.24   0.026
19900108    0.28   -0.40   -0.23   0.026
19900109   -0.95    0.85    0.07   0.026
19900110   -0.71   -0.04    0.29   0.026
19900111    0.24   -0.21    0.10   0.026
19900112   -2.28    0.34    0.33   0.026
19900115   -0.92    0.05    0.43   0.026
19900116    0.85   -0.78   -0.35   0.026
19900117   -0.72    0.94   -0.28   0.026
19900118    0.01   -0.61   -0.05   0.026
19900119    0.29    0.11    0.04   0.026
19900122   -2.25    0.79    0.46   0.026
19900123   -0.03   -0.44    0.07   0.026
19900124   -0.50   -1.00   -0.39   0.026
19900125   -1.01    0.97    0.28   0.026
19900126   -0.37   -0.53    0.40   0.026
19900129   -0.32   -0.64    0.02   0.026
19900130   -0.89   -0.61    0.55   0.026
19900131    1.61   -1.17   -0.12   0.026
19900201    0.08    0.53   -0.01   0.030
19900202    0.69    0.27   -0.50   0.030
19900205    0.40    0.23   -0.23   0.030
19900206   -0.51    0.61    0.13   0.030
19900207    1.02   -0.42   -0.23   0.030
19900208   -0.09    0.28   -0.07   0.030
19900209    0.22   -0.02    0.11   0.030
19900212   -0.90    0.52    0.15   0.030
19900213    0.12   -0.48    0.15   0.030
19900214    0.18   -0.10    0.14   0.030
19900215    0.74   -0.35    0.01   0.030
19900216   -0.47    0.51    0.18   0.030
19900220   -1.31    0.54    0.30   0.030
19900221   -0.23   -0.46    0.44   0.030
19900222   -0.35    0.79   -0.04   0.030
19900223   -0.57   -0.19    0.45   0.030
19900226    0.91   -1.28   -0.12   0.030
19900227    0.49   -0.12   -0.10   0.030
19900228    0.53    0.13   -0.11   0.030
19900301    0.27   -0.06   -0.07   0.029
19900302    0.77   -0.13   -0.20   0.029
19900305   -0.35    0.54   -0.11   0.029
19900306    1.03   -0.48   -0.34   0.029
19900307   -0.19    0.65   -0.27   0.029
19900308    0.83   -0.22   -0.52   0.029
19900309   -0.50    0.45    0.00   0.029
19900312    0.14   -0.21   -0.04   0.029
19900313   -0.67    0.48    0.27   0.029
19900314    0.23    0.16   -0.33   0.029
19900315    0.24    0.02   -0.14   0.029
19900316    0.86   -0.40   -0.57   0.029
19900319    0.36   -0.23   -0.70   0.029
19900320   -0.54    0.33    0.19   0.029
19900321   -0.44    0.43   -0.05   0.029
19900322   -1.19    0.33    0.34   0.029
19900323    0.42    0.10   -0.34   0.029
19900326    0.14    0.05   -0.13   0.029
19900327    0.75   -0.71   -0.28   0.029
19900328    0.10   -0.31    0.52   0.029
19900329   -0.33    0.20    0.11   0.029
19900330   -0.17    0.34    0.03   0.029
19900402   -0.44   -0.35   -0.05   0.034
19900403    1.24   -0.64   -0.44   0.034
19900404   -0.63    0.23    0.05   0.034
19900405   -0.13    0.18   -0.40   0.034
19900406   -0.26   -0.05   -0.22   0.034
19900409    0.17   -0.70   -0.22   0.034
19900410    0.13    0.04   -0.24   0.034
19900411   -0.04    0.11   -0.31   0.034
19900412    0.65   -0.35   -0.30   0.034
19900416    0.06   -0.09   -0.06   0.034
19900417   -0.10   -0.07    0.04   0.034
19900418   -1.04    0.47    0.18   0.034
19900419   -0.76    0.39    0.33   0.034
19900420   -0.89    0.33   -0.23   0.034
19900423   -1.13    0.10    0.20   0.034
19900424   -0.26    0.19    0.02   0.034
19900425    0.42   -0.26   -0.19   0.034
19900426    0.17   -0.03   -0.32   0.034
19900427   -1.06    0.52    0.33   0.034
19900430    0.41   -0.31   -0.63   0.034
19900501    0.40   -0.17   -0.05   0.031
19900502    0.54   -0.37   -0.13   0.031
19900503    0.33   -0.05    0.05   0.031
19900504    0.75   -0.37   -0.14   0.031
19900507    0.57   -0.35   -0.13   0.031
19900508    0.35   -0.46    0.11   0.031
19900509    0.11   -0.19    0.11   0.031
19900510    0.39   -0.05   -0.08   0.031
19900511    1.95   -1.16   -0.07   0.031
19900514    0.75   -0.39   -0.11   0.031
19900515   -0.12   -0.01   -0.08   0.031
19900516   -0.11    0.12    0.06   0.031
19900517    0.21    0.43   -0.29   0.031
19900518    0.08    0.23   -0.48   0.031
19900521    0.91   -0.14   -0.63   0.031
19900522    0.13    0.17   -0.52   0.031
19900523    0.17    0.14   -0.54   0.031
19900524   -0.09    0.32   -0.33   0.031
19900525   -0.91    0.56    0.57   0.031
19900529    1.34   -0.92   -0.33   0.031
19900530    0.09    0.08    0.02   0.031
19900531    0.08    0.06   -0.11   0.031
19900601    0.52   -0.08    0.06   0.030
19900604    1.05   -0.65    0.26   0.030
19900605   -0.18    0.09    0.26   0.030
19900606   -0.33    0.30    0.13   0.030
19900607   -0.46    0.38    0.04   0.030
19900608   -1.05    0.60    0.14   0.030
19900611    0.63   -0.50    0.01   0.030
19900612    1.05   -0.66   -0.61   0.030
19900613   -0.24    0.75   -0.51   0.030
19900614   -0.51    0.30   -0.19   0.030
19900615   -0.10    0.22   -0.27   0.030
19900618   -1.44    0.24    0.22   0.030
19900619    0.27   -0.43   -0.11   0.030
19900620    0.08   -0.07   -0.08   0.030
19900621    0.24   -0.22   -0.45   0.030
19900622   -1.03    1.05   -0.02   0.030
19900625   -0.83    0.32   -0.08   0.030
19900626   -0.13    0.02   -0.04   0.030
19900627    0.63   -0.57   -0.13   0.030
19900628    0.64   -0.01   -0.71   0.030
19900629    0.19    0.26    0.00   0.030
19900702    0.28   -0.44   -0.11   0.032
19900703    0.16   -0.15   -0.36   0.032
19900705   -1.01    0.47    0.05   0.032
19900706    0.59   -0.41   -0.27   0.032
19900709    0.19   -0.34   -0.13   0.032
19900710   -0.64    0.48   -0.26   0.032
19900711    1.02   -0.39   -0.56   0.032
19900712    1.02   -0.40   -0.57   0.032
19900713    0.44   -0.16   -0.08   0.032
19900716    0.38   -0.27   -0.46   0.032
19900717   -0.45   -0.29    0.48   0.032
19900718   -0.87    0.26    0.44   0.032
19900719    0.11   -0.66    0.08   0.032
19900720   -0.82    0.64   -0.04   0.032
19900723   -1.84   -0.49    0.78   0.032
19900724    0.02    0.08    0.09   0.032
19900725    0.36    0.03   -0.17   0.032
19900726   -0.25    0.35   -0.02   0.032
19900727   -0.65   -0.03    0.48   0.032
19900730    0.25   -1.21    0.32   0.032
19900731    0.13   -0.38    0.22   0.032
19900801   -0.17   -0.29   -0.09   0.029
19900802   -1.13   -0.07    0.48   0.029
19900803   -1.81   -0.69    0.61   0.029
19900806   -3.18   -0.09    1.34   0.029
19900807    0.17   -0.03   -0.81   0.029
19900808    1.04   -0.03   -0.73   0.029
19900809    0.57    0.28   -0.94   0.029
19900810   -1.12    0.24    0.53   0.029
19900813    0.67   -1.02   -0.34   0.029
19900814    0.23    0.18   -0.21   0.029
19900815    0.26   -0.22   -0.39   0.029
19900816   -2.06    0.50    0.68   0.029
19900817   -1.47   -0.30    0.76   0.029
19900820   -0.11   -0.92    0.49   0.029
19900821   -1.93   -0.39    0.74   0.029
19900822   -1.51    0.26    0.90   0.029
19900823   -3.17   -1.10    1.56   0.029
19900824    1.36   -0.35   -1.67   0.029
19900827    3.02    0.07   -1.78   0.029
19900828    0.07    0.48   -0.07   0.029
19900829    0.70   -0.50    0.22   0.029
19900830   -1.34    0.93    0.33   0.029
19900831    0.91   -0.75   -0.23   0.029
19900904    0.06   -0.28   -0.29   0.031
19900905    0.37    0.16   -0.16   0.031
19900906   -1.00    0.46    0.59   0.031
19900907    0.72   -0.51   -0.17   0.031
19900910   -0.35    0.52    0.05   0.031
19900911   -0.19   -0.16    0.06   0.031
19900912    0.28   -0.39   -0.11   0.031
19900913   -1.05    0.34    0.20   0.031
19900914   -0.59   -0.09   -0.19   0.031
19900917    0.19   -0.54   -0.14   0.031
19900918    0.08   -0.64   -0.16   0.031
19900919   -0.53    0.47    0.45   0.031
19900920   -1.56    0.20    0.65   0.031
19900921   -0.21   -0.56    0.14   0.031
19900924   -2.09   -0.26    0.60   0.031
19900925    0.94   -0.82   -0.76   0.031
19900926   -1.06   -0.31    0.24   0.031
19900927   -1.46   -0.44    0.76   0.031
19900928    1.40   -1.01   -1.13   0.031
19901001    2.57   -1.53   -1.19   0.029
19901002    0.23    0.45    0.16   0.029
19901003   -1.06    0.38    0.32   0.029
19901004    0.14   -0.72    0.36   0.029
19901005   -0.45   -0.28    0.32   0.029
19901008    0.51   -0.53    0.05   0.029
19901009   -2.45    0.64    0.76   0.029
19901010   -1.54    0.14    0.53   0.029
19901011   -1.75   -0.46    0.87   0.029
19901012    1.20   -1.05   -0.43   0.029
19901015    0.82   -0.88   -0.19   0.029
19901016   -1.34    0.49    0.45   0.029
19901017   -0.02   -0.12   -0.44   0.029
19901018    2.13   -0.73   -1.42   0.029
19901019    1.70   -1.16   -0.47   0.029
19901022    0.76   -0.98   -0.27   0.029
19901023   -0.47    0.90   -0.13   0.029
19901024   -0.01   -0.03    0.02   0.029
19901025   -0.59    0.55    0.13   0.029
19901026   -1.63    0.57    0.03   0.029
19901029   -0.92   -0.02    0.36   0.029
19901030    0.40   -1.18   -0.09   0.029
19901031    0.03   -0.10    0.38   0.029
19901101    0.78   -0.76    0.21   0.027
19901102    1.47   -0.58   -0.31   0.027
19901105    0.93   -0.16   -0.46   0.027
19901106   -0.68    0.76    0.23   0.027
19901107   -1.54    0.88    0.39   0.027
19901108    0.38   -0.64   -0.18   0.027
19901109    1.73   -0.96   -0.23   0.027
19901112    1.82   -0.42   -0.64   0.027
19901113   -0.32    0.68   -0.08   0.027
19901114    0.77    0.08   -0.15   0.027
19901115   -0.88    0.65    0.03   0.027
19901116   -0.05   -0.06    0.36   0.027
19901119    0.54   -0.31   -0.36   0.027
19901120   -1.05    0.52    0.02   0.027
19901121    0.07   -0.19   -0.16   0.027
19901123   -0.22    0.47   -0.10   0.027
19901126    0.28   -0.51    0.20   0.027
19901127    0.65    0.46   -0.82   0.027
19901128    0.05    0.36    0.02   0.027
19901129   -0.38    0.49   -0.28   0.027
19901130    1.55   -0.70   -0.44   0.027
19901203    0.63   -0.15   -0.24   0.030
19901204    0.69   -0.26    0.18   0.030
19901205    1.12    0.42    0.19   0.030
19901206   -0.17    0.52   -0.11   0.030
19901207   -0.35    0.28   -0.10   0.030
19901210    0.21   -0.48   -0.02   0.030
19901211   -0.60    0.04    0.23   0.030
19901212    0.89   -0.45   -0.51   0.030
19901213   -0.09    0.49   -0.43   0.030
19901214   -0.77    0.27    0.03   0.030
19901217   -0.41   -0.49    0.08   0.030
19901218    1.12   -0.71    0.09   0.030
19901219    0.08    0.36    0.13   0.030
19901220    0.03    0.12   -0.18   0.030
19901221    0.27   -0.35   -0.10   0.030
19901224   -0.40    0.04    0.00   0.030
19901226    0.23   -0.12   -0.10   0.030
19901227   -0.60    0.48    0.09   0.030
19901228    0.01   -0.13   -0.14   0.030
19901231    0.47    0.77   -0.56   0.030
19910102   -0.90    0.61    0.80   0.024
19910103   -1.21    0.30    1.10   0.024
19910104   -0.25    0.10    0.42   0.024
19910107   -1.66    0.37    0.23   0.024
19910108   -0.30   -0.34   -0.03   0.024
19910109   -0.93    0.51    0.03   0.024
19910110    0.92   -0.47   -0.49   0.024
19910111    0.06   -0.08   -0.13   0.024
19910114   -0.97   -0.69    0.17   0.024
19910115    0.29   -0.38   -0.34   0.024
19910116    0.92    0.10   -0.93   0.024
19910117    3.28   -1.03   -0.76   0.024
19910118    0.88   -1.19    0.04   0.024
19910121   -0.10    0.47   -0.14   0.024
19910122   -0.61    1.07    0.26   0.024
19910123    0.57    0.51   -0.19   0.024
19910124    1.41    0.31   -0.50   0.024
19910125    0.40    0.76   -0.20   0.024
19910128    0.13    0.74   -0.12   0.024
19910129    0.08    0.68   -0.07   0.024
19910130    1.47    0.32   -0.43   0.024
19910131    0.93    0.65   -0.42   0.024
19910201    0.00    1.06    0.30   0.025
19910204    1.55    0.47    0.16   0.025
19910205    1.00    0.41   -0.37   0.025
19910206    1.76   -0.47   -0.74   0.025
19910207   -0.37   -0.41    0.64   0.025
19910208    0.64   -0.54   -0.04   0.025
19910211    2.32   -0.64   -0.02   0.025
19910212   -0.57    0.74    0.15   0.025
19910213    0.86    0.10   -0.09   0.025
19910214   -1.14    0.89    0.18   0.025
19910215    1.14   -0.24   -0.22   0.025
19910219    0.13   -0.04   -0.46   0.025
19910220   -1.05    0.33    0.16   0.025
19910221   -0.05    0.55   -0.11   0.025
19910222    0.20    0.29   -0.66   0.025
19910225    0.41    0.31   -0.45   0.025
19910226   -1.07    0.23    0.31   0.025
19910227    1.12   -0.50   -0.19   0.025
19910228    0.06    0.76    0.86   0.025
19910301    0.82   -0.13   -0.19   0.022
19910304    0.06    1.35   -0.04   0.022
19910305    1.85    0.09   -0.78   0.022
19910306   -0.12    0.36    0.07   0.022
19910307    0.00    0.29   -0.32   0.022
19910308   -0.21    0.49   -0.15   0.022
19910311   -0.59   -0.30    0.43   0.022
19910312   -0.84   -0.19    1.01   0.022
19910313    1.06   -0.51   -0.45   0.022
19910314   -0.17    0.41   -0.01   0.022
19910315   -0.23   -0.51   -0.11   0.022
19910318   -0.27    0.19   -0.02   0.022
19910319   -1.25    0.50    0.14   0.022
19910320    0.35    0.56   -0.47   0.022
19910321   -0.27    0.53    0.04   0.022
19910322    0.14   -0.26    0.25   0.022
19910325    0.63   -0.20    0.18   0.022
19910326    1.58   -0.59   -0.34   0.022
19910327   -0.02    0.76   -0.42   0.022
19910328   -0.06    0.70   -0.03   0.022
19910401   -0.81    0.66   -0.13   0.024
19910402    1.91   -0.68   -0.72   0.024
19910403    0.11    0.73   -0.07   0.024
19910404    0.29    0.13   -0.23   0.024
19910405   -0.92    0.78    0.28   0.024
19910408    0.56   -0.60   -0.09   0.024
19910409   -1.03    0.79    0.29   0.024
19910410   -0.21    0.00    0.26   0.024
19910411    1.13   -0.27    0.00   0.024
19910412    0.58   -0.04   -0.20   0.024
19910415    0.17   -0.23    0.12   0.024
19910416    1.40   -0.61   -0.36   0.024
19910417    0.75    0.00   -0.07   0.024
19910418   -0.51   -0.08    0.81   0.024
19910419   -1.01    0.46    0.61   0.024
19910422   -0.96   -0.34   -0.18   0.024
19910423    0.15   -0.06    0.16   0.024
19910424    0.27    0.01    0.09   0.024
19910425   -0.75    0.72   -0.20   0.024
19910426   -0.16   -0.19    0.20   0.024
19910429   -1.28    0.39    0.34   0.024
19910430    0.20   -1.10    0.45   0.024
19910501    1.18   -0.55    0.04   0.021
19910502    0.17    0.54   -0.39   0.021
19910503    0.06    0.15   -0.13   0.021
19910506   -0.18    0.04   -0.06   0.021
19910507   -0.52    0.72   -0.05   0.021
19910508    0.21    0.01    0.06   0.021
19910509    1.13   -0.42   -0.48   0.021
19910510   -1.59    0.85    0.26   0.021
19910513    0.17   -0.25   -0.19   0.021
19910514   -1.21    0.41    0.09   0.021
19910515   -1.00   -0.73    0.87   0.021
19910516    0.90   -0.33   -0.25   0.021
19910517   -0.04   -0.14    0.08   0.021
19910520   -0.03   -0.19   -0.07   0.021
19910521    0.72   -0.11   -0.39   0.021
19910522    0.22   -0.14   -0.05   0.021
19910523   -0.15    0.45   -0.15   0.021
19910524    0.62   -0.28    0.05   0.021
19910528    1.04   -0.62   -0.15   0.021
19910529    0.24    0.14    0.41   0.021
19910530    0.99   -0.01   -0.30   0.021
19910531    0.69    0.02    0.22   0.021
19910603   -0.27    0.40    0.40   0.021
19910604   -0.05    0.11   -0.09   0.021
19910605   -0.54    0.69    0.38   0.021
19910606   -0.36    0.23    0.43   0.021
19910607   -0.93    0.40    0.11   0.021
19910610   -0.24   -0.03    0.05   0.021
19910611    0.42   -0.56   -0.01   0.021
19910612   -1.07    0.01    0.04   0.021
19910613    0.19   -0.13   -0.04   0.021
19910614    1.02   -0.58   -0.25   0.021
19910617   -0.40    0.24    0.19   0.021
19910618   -0.38    0.13    0.17   0.021
19910619   -0.95    0.09    0.00   0.021
19910620    0.00   -0.13   -0.08   0.021
19910621    0.40   -0.51    0.06   0.021
19910624   -1.68    0.13    0.37   0.021
19910625   -0.20   -0.34    0.01   0.021
19910626    0.12   -0.43   -0.04   0.021
19910627    0.66   -0.40   -0.37   0.021
19910628   -0.63    0.83   -0.03   0.021
19910701    1.55   -1.11   -0.36   0.022
19910702   -0.12   -0.06   -0.08   0.022
19910703   -0.95    0.27   -0.09   0.022
19910705    0.17   -0.15   -0.12   0.022
19910708    0.79   -0.63   -0.22   0.022
19910709   -0.11    0.71   -0.10   0.022
19910710    0.02    0.60   -0.15   0.022
19910711    0.27   -0.02   -0.19   0.022
19910712    0.74   -0.31   -0.03   0.022
19910715    0.59   -0.07    0.22   0.022
19910716   -0.20    0.15    0.48   0.022
19910717   -0.04    0.18   -0.04   0.022
19910718    0.88   -0.22    0.00   0.022
19910719   -0.22    0.49    0.11   0.022
19910722   -0.36    0.15    0.13   0.022
19910723   -0.86    0.17    0.24   0.022
19910724   -0.29   -0.20    0.15   0.022
19910725    0.52   -0.49    0.06   0.022
19910726    0.07    0.02   -0.05   0.022
19910729    0.46   -0.49   -0.31   0.022
19910730    0.85   -0.29   -0.47   0.022
19910731    0.37    0.36   -0.42   0.022
19910801   -0.12    0.25   -0.17   0.021
19910802    0.06    0.11   -0.05   0.021
19910805   -0.51    0.21    0.20   0.021
19910806    1.18   -0.92    0.04   0.021
19910807    0.09    0.09   -0.08   0.021
19910808   -0.17    0.27   -0.01   0.021
19910809   -0.41    0.63   -0.16   0.021
19910812    0.18   -0.37    0.60   0.021
19910813    0.42   -0.12    0.71   0.021
19910814    0.20    0.27   -0.16   0.021
19910815   -0.16    0.24   -0.42   0.021
19910816   -0.82    0.52   -0.02   0.021
19910819   -2.32   -0.49   -0.21   0.021
19910820    0.69    0.19   -0.09   0.021
19910821    2.69   -0.43   -0.33   0.021
19910822    0.20    0.37   -0.11   0.021
19910823    0.60   -0.24    0.26   0.021
19910826   -0.05    0.27   -0.03   0.021
19910827   -0.11    0.27   -0.43   0.021
19910828    0.82   -0.24    0.02   0.021
19910829   -0.02    0.20   -0.06   0.021
19910830   -0.16    0.45   -0.18   0.021
19910903   -0.76    0.12    0.10   0.023
19910904   -0.56    0.20   -0.05   0.023
19910905   -0.27    0.26   -0.03   0.023
19910906   -0.01    0.03    0.14   0.023
19910909   -0.12    0.15   -0.10   0.023
19910910   -1.03   -0.08    0.11   0.023
19910911    0.16    0.17   -0.21   0.023
19910912    0.64    0.01   -0.55   0.023
19910913   -0.88    0.66    0.16   0.023
19910916    0.40   -0.54   -0.22   0.023
19910917   -0.06   -0.05   -0.12   0.023
19910918    0.33   -0.05   -0.13   0.023
19910919    0.30    0.38   -0.24   0.023
19910920    0.20    0.44   -0.28   0.023
19910923   -0.45    0.11   -0.08   0.023
19910924    0.44   -0.34    0.01   0.023
19910925   -0.17    0.01   -0.01   0.023
19910926   -0.04    0.12    0.45   0.023
19910927   -0.18   -0.05    0.07   0.023
19910930    0.53    0.09   -0.06   0.023
19911001    0.25   -0.05   -0.62   0.018
19911002   -0.25   -0.01    0.16   0.018
19911003   -0.91    0.03    0.39   0.018
19911004   -0.59    0.40    0.09   0.018
19911007   -0.58   -0.37    0.17   0.018
19911008    0.24   -0.07   -0.05   0.018
19911009   -0.86    0.60   -0.29   0.018
19911010    0.69   -0.75    0.07   0.018
19911011    0.29    0.05    0.18   0.018
19911014    1.18   -0.46   -0.23   0.018
19911015    1.17   -0.09   -0.06   0.018
19911016    0.66    0.70   -0.10   0.018
19911017   -0.25    0.18   -0.05   0.018
19911018    0.16    0.11    0.15   0.018
19911021   -0.57    0.46   -0.06   0.018
19911022   -0.40    0.50   -0.16   0.018
19911023   -0.06   -0.05   -0.25   0.018
19911024   -0.79   -0.31    0.39   0.018
19911025   -0.30   -0.28    0.35   0.018
19911028    1.13   -0.75   -0.30   0.018
19911029    0.57    0.05    0.04   0.018
19911030    0.51    0.17    0.23   0.018
19911031    0.11    0.73   -0.40   0.018
19911101   -0.29    0.15   -0.28   0.019
19911104   -0.32   -0.12    0.05   0.019
19911105   -0.24    0.33    0.01   0.019
19911106    0.26   -0.23    0.29   0.019
19911107    0.88   -0.23   -0.21   0.019
19911108    0.01    0.41   -0.20   0.019
19911111    0.14    0.33   -0.65   0.019
19911112    0.85   -0.22   -0.20   0.019
19911113    0.12   -0.29    0.11   0.019
19911114   -0.12   -0.10   -0.06   0.019
19911115   -3.43    0.39    1.02   0.019
19911118    0.50   -0.50   -0.87   0.019
19911119   -1.56   -0.67    0.31   0.019
19911120   -0.14    0.54   -0.07   0.019
19911121    0.40   -0.14   -0.37   0.019
19911122   -0.94    0.29   -0.26   0.019
19911125   -0.32   -0.37    0.07   0.019
19911126    0.46   -0.94    0.11   0.019
19911127   -0.22    0.22   -0.33   0.019
19911129   -0.16    0.66   -0.35   0.019
19911202    1.33   -1.34   -0.59   0.018
19911203    0.06    0.35   -0.47   0.018
19911204   -0.15    0.45   -0.56   0.018
19911205   -0.52    0.36   -0.47   0.018
19911206    0.36    0.00   -0.37   0.018
19911209   -0.22   -0.10   -0.36   0.018
19911210   -0.14   -0.38   -0.23   0.018
19911211   -0.22   -0.44    0.14   0.018
19911212    0.85   -0.47    0.14   0.018
19911213    0.69    0.14    0.06   0.018
19911216    0.13    0.68   -0.83   0.018
19911217   -0.50    0.19   -0.82   0.018
19911218    0.09   -0.23   -0.33   0.018
19911219   -0.40   -0.25    0.03   0.018
19911220    0.95   -1.26    0.59   0.018
19911223    2.20   -1.42    0.74   0.018
19911224    0.80    0.04    0.54   0.018
19911226    1.38    0.20   -0.04   0.018
19911227    0.59    0.63   -0.41   0.018
19911230    2.01    0.10   -0.35   0.018
19911231    0.59    0.57    0.12   0.018
19920102   -0.07   -0.10    0.54   0.015
19920103    0.54    0.49    0.15   0.015
19920106   -0.01    0.99    0.01   0.015
19920107    0.04    0.67   -0.09   0.015
19920108    0.38    0.92   -0.65   0.015
19920109    0.26    1.10   -0.67   0.015
19920110   -0.61    0.08    0.48   0.015
19920113   -0.10    0.53   -0.02   0.015
19920114    1.29   -0.14    0.25   0.015
19920115    0.28    0.31    1.52   0.015
19920116   -0.55    0.44    1.85   0.015
19920117    0.11    0.45   -0.20   0.015
19920120   -0.61    0.29    0.49   0.015
19920121   -1.12   -0.64    0.39   0.015
19920122    1.33    0.00   -0.80   0.015
19920123   -0.42    0.84    0.08   0.015
19920124    0.11    0.22   -0.06   0.015
19920127   -0.16   -0.09    1.06   0.015
19920128    0.00   -0.05    0.67   0.015
19920129   -0.99    0.56   -0.10   0.015
19920130    0.40    0.35   -0.33   0.015
19920131   -0.50    0.83   -0.13   0.015
19920203    0.25   -0.02    0.36   0.015
19920204    0.97   -0.06   -0.04   0.015
19920205    0.22    0.50    0.05   0.015
19920206    0.04    0.20    0.56   0.015
19920207   -0.55    0.46    0.26   0.015
19920210    0.46   -0.42    0.71   0.015
19920211    0.02    0.03    0.42   0.015
19920212    0.86    0.22   -0.11   0.015
19920213   -0.82    0.22    0.51   0.015
19920214   -0.22    0.02    0.85   0.015
19920218   -1.17    0.19    1.80   0.015
19920219   -0.01   -1.02    0.91   0.015
19920220    1.23   -0.05   -0.15   0.015
19920221   -0.51    0.38    0.06   0.015
19920224   -0.05   -0.52    0.17   0.015
19920225   -0.43   -0.12   -0.42   0.015
19920226    1.16    0.04   -0.40   0.015
19920227   -0.10    0.59    0.19   0.015
19920228   -0.25    0.17    0.28   0.015
19920302    0.08    0.15    0.30   0.015
19920303    0.04    0.03    0.42   0.015
19920304   -0.72    0.50    0.27   0.015
19920305   -0.86   -0.36    0.03   0.015
19920306   -0.55   -0.08   -0.22   0.015
19920309    0.13   -0.31    0.22   0.015
19920310    0.51    0.17   -0.11   0.015
19920311   -0.73    0.06    0.15   0.015
19920312   -0.14   -0.34   -0.13   0.015
19920313    0.41   -0.14    0.02   0.015
19920316    0.01   -0.37    0.18   0.015
19920317    0.72   -0.29    0.01   0.015
19920318   -0.01    0.50    0.78   0.015
19920319    0.16   -0.13    0.63   0.015
19920320    0.16   -0.33    0.30   0.015
19920323   -0.28    0.03   -0.13   0.015
19920324   -0.27   -0.05   -0.01   0.015
19920325   -0.13    0.32    0.05   0.015
19920326   -0.11   -0.38    0.28   0.015
19920327   -1.06    0.05    0.08   0.015
19920330   -0.20   -0.31    0.39   0.015
19920331    0.13    0.28    0.10   0.015
19920401    0.00   -0.59   -0.23   0.015
19920402   -0.96    0.08    0.16   0.015
19920403    0.02   -0.59   -0.40   0.015
19920406    0.89   -0.60   -0.01   0.015
19920407   -1.79   -0.15    0.81   0.015
19920408   -1.04   -0.49    0.20   0.015
19920409    1.58    0.07   -0.68   0.015
19920410    0.73   -0.21    0.20   0.015
19920413    0.44   -0.39   -0.17   0.015
19920414    1.33   -0.62    0.51   0.015
19920415    0.78   -0.47    0.33   0.015
19920416   -0.29   -0.81    1.34   0.015
19920420   -1.46   -0.44    1.16   0.015
19920421   -0.13   -0.33    0.59   0.015
19920422   -0.03    0.02    0.60   0.015
19920423    0.20   -0.49    0.41   0.015
19920424   -0.47    0.68   -0.05   0.015
19920427   -0.23   -0.48   -0.15   0.015
19920428   -0.09   -0.85    0.46   0.015
19920429    0.75    0.12   -0.13   0.015
19920430    0.86    0.62   -0.70   0.015
19920501   -0.42    0.59   -0.08   0.014
19920504    0.97   -0.44   -0.37   0.014
19920505    0.17    0.19    0.02   0.014
19920506    0.05    0.29    0.17   0.014
19920507   -0.16    0.14    0.22   0.014
