"","year","ccode","fatlev1","hostlev1","legselec","esolow","bhkavg","exchprem","sh_staa","sh_med_b","sh_med_p","sh_h2o_s","immig","emig"
"3935",1826,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,20.8999996185303
"3936",1827,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,28
"3937",1828,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,26.1000003814697
"3938",1829,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,31.2000007629395
"3939",1830,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,56.9000015258789
"3940",1831,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,83.1999969482422
"3941",1832,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,103.099998474121
"3942",1833,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,62.5
"3943",1834,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,76.1999969482422
"3944",1835,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,44.5
"3945",1836,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,75.4000015258789
"3946",1837,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,72
"3947",1838,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,33.2000007629395
"3948",1839,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,62.2000007629395
"3949",1840,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,90.6999969482422
"3950",1841,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,118.599998474121
"3951",1842,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,128.300003051758
"3952",1843,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,57.2000007629395
"3953",1844,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,70
"3954",1845,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,93.5
"3955",1846,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,129.899993896484
"3956",1847,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,258.299987792969
"3957",1848,200,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,248.100006103516
"3958",1849,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,299.5
"3959",1850,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,280.799987792969
"3960",1851,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,336
"3961",1852,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,368.799987792969
"3962",1853,200,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,329.899993896484
"3963",1854,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,323.399993896484
"3964",1855,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,22.7999992370605,176.800003051758
"3965",1856,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,176.600006103516
"3966",1857,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,212.899993896484
"3967",1858,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,23.7000007629395,114
"3968",1859,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,19.8999996185303,120.400001525879
"3969",1860,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,24.3999996185303,128.5
"3970",1861,200,2,4,2,NA,NA,NA,NA,NA,NA,NA,32,91.8000030517578
"3971",1862,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,121.199996948242
"3972",1863,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,17.6000003814697,223.800003051758
"3973",1864,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,25.7999992370605,208.899993896484
"3974",1865,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,33.5,209.800003051758
"3975",1866,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,31.1000003814697,204.899993896484
"3976",1867,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,36.5999984741211,196
"3977",1868,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,196.300003051758
"3978",1869,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,36,258
"3979",1870,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,41.5,256.899993896484
"3980",1871,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,45,252.399993896484
"3981",1872,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,41.7000007629395,295.200012207031
"3982",1873,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,74.9000015258789,310.600006103516
"3983",1874,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,118.099998474121,241
"3984",1875,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,94.1999969482422,173.800003051758
"3985",1876,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,71.4000015258789,109.5
"3986",1877,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,63.9000015258789,95.1999969482422
"3987",1878,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,54.9000015258789,112.900001525879
"3988",1879,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,37.9000015258789,164.300003051758
"3989",1880,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,47,227.5
"3990",1881,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,52.7000007629395,243
"3991",1882,200,6,5,2,NA,NA,NA,NA,NA,NA,NA,54.7000007629395,279.399993896484
"3992",1883,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,73.8000030517578,320.100006103516
"3993",1884,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,91.4000015258789,242.199996948242
"3994",1885,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,85.5,207.600006103516
"3995",1886,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,80,232.899993896484
"3996",1887,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,85.5,281.5
"3997",1888,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,94.0999984741211,279.899993896484
"3998",1889,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,103.099998474121,254
"3999",1890,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,109.5,218.100006103516
"4000",1891,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,103,218.5
"4001",1892,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,97.8000030517578,210
"4002",1893,200,6,5,2,NA,NA,NA,NA,NA,NA,NA,102.099998474121,208.800003051758
"4003",1894,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,118.300003051758,156
"4004",1895,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,109.400001525879,185.199996948242
"4005",1896,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,101.699996948242,161.899993896484
"4006",1897,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,95.1999969482422,146.5
"4007",1898,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,91.1999969482422,140.600006103516
"4008",1899,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,100.199996948242,146.399993896484
"4009",1900,200,6,5,2,NA,NA,NA,NA,NA,NA,NA,97.5999984741211,168.800003051758
"4010",1901,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,99.6999969482422,171.699996948242
"4011",1902,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,104.099998474121,205.699996948242
"4012",1903,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,112.900001525879,260
"4013",1904,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,144.600006103516,271.399993896484
"4014",1905,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,122.699996948242,262.100006103516
"4015",1906,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,130.5,325.100006103516
"4016",1907,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,160.600006103516,395.700012207031
"4017",1908,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,172,263.200012207031
"4018",1909,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,149.100006103516,288.799987792969
"4019",1910,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,164.100006103516,397.799987792969
"4020",1911,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,192.699996948242,454.5
"4021",1912,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,199.199996948242,467.700012207031
"4022",1913,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,227.600006103516,469.600006103516
"4023",1914,200,6,5,NA,NA,NA,NA,NA,NA,NA,NA,229.899993896484,293.200012207031
"4024",1915,200,0,4,NA,NA,NA,NA,NA,NA,NA,NA,129.699996948242,104.900001525879
"4025",1916,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6999969482422,76.5
"4026",1917,200,0,4,NA,NA,NA,NA,NA,NA,NA,NA,21,20.6000003814697
"4027",1918,200,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,15.3999996185303,17.2999992370605
"4028",1919,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,153.199996948242,180.199996948242
"4029",1920,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,86.0999984741211,285.100006103516
"4030",1921,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,71.4000015258789,199.5
"4031",1922,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,68,174.100006103516
"4032",1923,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,58.9000015258789,167.600006103516
"4033",1924,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,66.6999969482422,174.5
"4034",1925,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,56.2999992370605,140.600006103516
"4035",1926,200,1,4,2,NA,NA,NA,NA,NA,NA,NA,51.0999984741211,166.600006103516
"4036",1927,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,55.7000007629395,153.5
"4037",1928,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,59.0999984741211,136.800003051758
"4038",1929,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,56.2000007629395,143.699996948242
"4039",1930,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,66.1999969482422,92.1999969482422
"4040",1931,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,71.4000015258789,34.2999992370605
"4041",1932,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,75.5999984741211,27
"4042",1933,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,59.2999992370605,26.2999992370605
"4043",1934,200,NA,4,2,NA,NA,NA,NA,NA,NA,NA,49.7999992370605,29.2000007629395
"4044",1935,200,6,5,2,NA,NA,NA,NA,NA,NA,NA,46.2000007629395,29.7999992370605
"4045",1936,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,47.2000007629395,29.7999992370605
"4046",1937,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,42.5999984741211,31.7999992370605
"4047",1938,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,40.5999984741211,34.0999984741211
"4048",1939,200,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4049",1940,200,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4050",1941,200,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4051",1942,200,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4052",1943,200,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4053",1944,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4054",1945,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4055",1946,200,2,4,2,NA,NA,NA,NA,NA,NA,NA,63.0999984741211,166.600006103516
"4056",1947,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,56.5,121.599998474121
"4057",1948,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,61.4000015258789,157.300003051758
"4058",1949,200,1,4,2,NA,NA,NA,NA,NA,NA,NA,59.4000015258789,144.5
"4059",1950,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,66,130.300003051758
"4060",1951,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,67.6999969482422,150.800003051758
"4061",1952,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,68.6999969482422,165.899993896484
"4062",1953,200,1,4,2,NA,NA,NA,NA,NA,NA,NA,69.5999984741211,144.100006103516
"4063",1954,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,82.5999984741211,135.699996948242
"4064",1955,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,72.6999969482422,116.400001525879
"4065",1956,200,0,3,2,NA,NA,NA,NA,NA,NA,NA,64.0999984741211,129.800003051758
"4066",1957,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,56,153.600006103516
"4067",1958,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,61,105.099998474121
"4068",1959,200,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,67.1999969482422,95.5999984741211
"4069",1960,200,0,4,2,NA,NA,NA,NA,NA,NA,NA,80.1999969482422,88.6999969482422
"4070",1961,200,0,4,2,-0.0260910000652075,9.52159976959229,NA,NA,NA,NA,NA,83.6999969482422,91
"4071",1962,200,NA,4,2,-0.0355399996042252,9.52159976959229,NA,NA,NA,NA,NA,68,91.1999969482422
"4072",1963,200,1,4,2,0.00451900018379092,9.52159976959229,NA,NA,NA,NA,NA,47.0999984741211,107.199996948242
"4073",1964,200,NA,NA,2,0.00830100011080503,9.52159976959229,NA,NA,NA,NA,NA,211,271.399993896484
"4074",1965,200,0,3,2,-0.0214230008423328,9.52159976959229,NA,NA,NA,NA,NA,206.300003051758,284.299987792969
"4075",1966,200,0,3,2,-0.0102739995345473,9.52159976959229,NA,NA,NA,NA,NA,219.199996948242,301.600006103516
"4076",1967,200,0,4,2,-0.00134399998933077,9.52159976959229,NA,NA,NA,NA,NA,225,309
"4077",1968,200,0,4,2,0.0108690001070499,9.52159976959229,NA,NA,NA,NA,NA,221.600006103516,277.700012207031
"4078",1969,200,NA,3,2,-0.0154990004375577,9.52159976959229,NA,NA,NA,NA,NA,205.600006103516,292.700012207031
"4079",1970,200,NA,NA,2,0.00918400008231401,9.52159976959229,NA,NA,104,808,NA,225.600006103516,290.700012207031
"4080",1971,200,NA,NA,2,-0.00563499983400106,9.52159976959229,NA,NA,NA,NA,NA,199.699996948242,240
"4081",1972,200,0,3,2,0.0194329991936684,9.52159976959229,NA,NA,NA,NA,NA,221.899993896484,233.199996948242
"4082",1973,200,NA,NA,2,0.042653001844883,9.52159976959229,NA,NA,NA,NA,NA,195.699996948242,245.800003051758
"4083",1974,200,0,3,2,-0.0388399995863438,9.52159976959229,NA,NA,NA,NA,NA,183.800003051758,269
"4084",1975,200,0,3,2,-0.0239400006830692,9.52159976959229,NA,NA,NA,NA,NA,197.199996948242,238.300003051758
"4085",1976,200,0,4,2,0.0130209997296333,9.52159976959229,NA,NA,NA,NA,NA,191.300003051758,210.399993896484
"4086",1977,200,0,3,2,0.0104120001196861,9.52159976959229,NA,NA,NA,NA,NA,162.600006103516,208.699996948242
"4087",1978,200,NA,NA,2,0.0249370001256466,9.52159976959229,NA,NA,NA,NA,NA,187,192.399993896484
"4088",1979,200,NA,NA,2,0.0125660002231598,9.52159976959229,NA,NA,NA,NA,NA,194.800003051758,188.600006103516
"4089",1980,200,0,3,2,-0.0329970009624958,9.52159976959229,NA,NA,107,NA,NA,173.699996948242,229.100006103516
"4090",1981,200,NA,NA,2,-0.0137379998341203,9.52159976959229,NA,NA,NA,611,NA,153,233
"4091",1982,200,6,5,2,0.0149039998650551,9.52159976959229,NA,NA,NA,NA,NA,202,259
"4092",1983,200,0,3,NA,0.0299580004066229,9.52159976959229,NA,NA,NA,611,NA,202,185
"4093",1984,200,0,4,NA,0.000651000009384006,9.52159976959229,NA,NA,NA,NA,NA,201,164
"4094",1985,200,0,4,NA,0.0197599995881319,9.52159976959229,NA,100,NA,NA,100,232,174
"4095",1986,200,0,3,NA,0.0225089993327856,NA,NA,NA,NA,NA,NA,250,213
"4096",1987,200,NA,NA,NA,0.0302239991724491,NA,NA,NA,NA,NA,NA,212,210
"4097",1988,200,0,4,NA,0.0217450000345707,NA,NA,NA,NA,NA,NA,216,237
"4098",1989,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,205
"4099",1990,200,NA,NA,NA,NA,NA,NA,NA,160,NA,100,267,231
"4100",1991,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,239
"4101",1992,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,227
"4102",1993,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,212,215
"4103",1994,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4104",1995,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4105",1851,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.100006103516
"4106",1852,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.300003051758
"4107",1853,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.100006103516
"4108",1854,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.600006103516
"4109",1855,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9000015258789
"4110",1856,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.8000030517578
"4111",1857,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.0999984741211
"4112",1858,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3000030517578
"4113",1859,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5999984741211
"4114",1860,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5999984741211
"4115",1861,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3000030517578
"4116",1862,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.0999984741211
"4117",1863,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.199996948242
"4118",1864,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.199996948242
"4119",1865,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5
"4120",1866,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5
"4121",1867,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5999984741211
"4122",1868,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
"4123",1869,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5999984741211
"4124",1870,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9000015258789
"4125",1871,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1999969482422
"4126",1872,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0999984741211
"4127",1873,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0999984741211
"4128",1874,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1999969482422
"4129",1875,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5
"4130",1876,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5999984741211
"4131",1877,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5
"4132",1878,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0999984741211
"4133",1879,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0999984741211
"4134",1880,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5
"4135",1881,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4000015258789
"4136",1882,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.0999984741211
"4137",1883,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.699996948242
"4138",1884,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9000015258789
"4139",1885,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"4140",1886,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0999984741211
"4141",1887,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9000015258789
"4142",1888,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6999969482422
"4143",1889,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5
"4144",1890,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2999992370605
"4145",1891,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5999984741211
"4146",1892,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9000015258789
"4147",1893,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0999984741211
"4148",1894,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9000015258789
"4149",1895,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7000007629395
"4150",1896,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"4151",1897,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5
"4152",1898,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2000007629395
"4153",1899,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2000007629395
"4154",1900,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2999992370605
"4155",1901,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5999984741211
"4156",1902,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2000007629395
"4157",1903,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7999992370605
"4158",1904,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9000015258789
"4159",1905,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7000007629395
"4160",1906,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2999992370605
"4161",1907,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0999984741211
"4162",1908,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2999992370605
"4163",1909,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7000007629395
"4164",1910,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5
"4165",1911,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6000003814697
"4166",1912,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2999992370605
"4167",1913,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"4168",1914,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2999992370605
"4169",1915,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6999998092651
"4170",1916,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30000019073486
"4171",1917,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09999990463257
"4172",1918,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4173",1919,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"4174",1920,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5
"4175",1921,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6000003814697
"4176",1922,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4177",1923,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4178",1924,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.5,19.1000003814697
"4179",1925,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.20000004768372,30.2000007629395
"4180",1926,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.79999995231628,30
"4181",1927,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.89999997615814,27.1000003814697
"4182",1928,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.20000004768372,24.7000007629395
"4183",1929,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.09999990463257,20.7999992370605
"4184",1930,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.59999990463257,16
"4185",1931,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.40000009536743,1.5
"4186",1932,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4.09999990463257,0.800000011920929
"4187",1933,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.59999990463257,0.899999976158142
"4188",1934,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.70000004768372,1
"4189",1935,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.60000002384186,1
"4190",1936,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.5,1.29999995231628
"4191",1937,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.20000004768372,1.20000004768372
"4192",1938,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.29999995231628,1.79999995231628
"4193",1939,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.699999988079071,1.10000002384186
"4194",1940,205,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4195",1941,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4196",1942,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4197",1943,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4198",1944,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4199",1945,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4200",1946,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4201",1947,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4202",1948,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4203",1949,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4204",1950,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4205",1951,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4206",1952,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4207",1953,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4208",1954,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4209",1955,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4210",1956,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4211",1957,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4212",1958,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4213",1959,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4214",1960,205,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4215",1961,205,NA,NA,2,0.0129060000181198,8.26360034942627,NA,NA,NA,NA,NA,NA,NA
"4216",1962,205,NA,NA,2,0.00674699991941452,8.26360034942627,NA,NA,NA,NA,NA,NA,NA
