"","year","ai","sd","ainew","sdnew","idgurr","ccode"
"758",1977,2,1,2,1,260,260
"759",1978,1,1,1,1,260,260
"760",1979,1,1,1,1,260,260
"761",1980,2,1,2,1,260,260
"762",1981,2,1,2,1,260,260
"763",1982,2,1,2,1,260,260
"764",1983,2,1,2,1,260,260
"765",1984,2,1,2,1,260,260
"766",1985,2,1,2,1,260,260
"767",1986,2,1,2,1,260,260
"768",1987,2,1,2,1,260,260
"769",1988,2,1,2,1,260,260
"770",1989,1,1,1,1,260,260
"771",1990,1,1,1,1,260,260
"772",1991,1,1,1,1,260,260
"773",1992,1,1,1,1,260,260
"774",1993,1,1,1,1,260,260
"775",1976,4,NA,4,4,265,265
"776",1977,3,NA,3,3,265,265
"777",1978,3,NA,3,3,265,265
"778",1979,3,4,3,4,265,265
"779",1980,2,3,2,3,265,265
"780",1981,3,3,3,3,265,265
"781",1982,3,3,3,3,265,265
"782",1983,3,3,3,3,265,265
"783",1984,3,3,3,3,265,265
"784",1985,3,2,3,2,265,265
"785",1986,NA,3,3,3,265,265
"786",1987,3,3,3,3,265,265
"787",1988,NA,NA,NA,NA,265,265
"788",1989,NA,NA,NA,NA,265,265
"789",1990,NA,NA,NA,NA,265,265
"790",1991,NA,NA,NA,NA,265,265
"791",1992,NA,NA,NA,NA,265,265
"792",1993,NA,NA,NA,NA,265,265
"793",1976,3,NA,3,3,290,290
"794",1977,3,NA,3,3,290,290
"795",1978,2,NA,2,2,290,290
"796",1979,3,2,3,2,290,290
"797",1980,3,3,3,3,290,290
"798",1981,3,2,3,2,290,290
"799",1982,3,3,3,3,290,290
"800",1983,3,3,3,3,290,290
"801",1984,3,3,3,3,290,290
"802",1985,3,3,3,3,290,290
"803",1986,3,3,3,3,290,290
"804",1987,3,3,3,3,290,290
"805",1988,2,2,2,2,290,290
"806",1989,2,2,2,2,290,290
"807",1990,2,2,2,2,290,290
"808",1991,2,2,2,2,290,290
"809",1992,1,2,1,2,290,290
"810",1993,1,1,1,1,290,290
"811",1976,NA,1,1,1,305,305
"812",1977,NA,1,1,1,305,305
"813",1978,NA,1,1,1,305,305
"814",1979,NA,1,1,1,305,305
"815",1980,NA,1,1,1,305,305
"816",1981,NA,1,1,1,305,305
"817",1982,NA,1,1,1,305,305
"818",1983,NA,1,1,1,305,305
"819",1984,NA,1,1,1,305,305
"820",1985,NA,1,1,1,305,305
"821",1986,1,1,1,1,305,305
"822",1987,2,1,2,1,305,305
"823",1988,1,1,1,1,305,305
"824",1989,1,1,1,1,305,305
"825",1990,1,1,1,1,305,305
"826",1991,1,1,1,1,305,305
"827",1992,1,1,1,1,305,305
"828",1993,1,1,1,1,305,305
"829",1976,3,NA,3,3,310,310
"830",1977,2,NA,2,2,310,310
"831",1978,2,NA,2,2,310,310
"832",1979,2,2,2,2,310,310
"833",1980,2,2,2,2,310,310
"834",1981,2,2,2,2,310,310
"835",1982,2,2,2,2,310,310
"836",1983,2,2,2,2,310,310
"837",1984,2,2,2,2,310,310
"838",1985,2,2,2,2,310,310
"839",1986,2,2,2,2,310,310
"840",1987,2,2,2,2,310,310
"841",1988,2,2,2,2,310,310
"842",1989,1,1,1,1,310,310
"843",1990,NA,1,1,1,310,310
"844",1991,NA,1,1,1,310,310
"845",1992,2,1,2,1,310,310
"846",1993,2,1,2,1,310,310
"847",1976,3,NA,3,3,315,315
"848",1977,3,NA,3,3,315,315
"849",1978,3,NA,3,3,315,315
"850",1979,2,3,2,3,315,315
"851",1980,3,3,3,3,315,315
"852",1981,3,3,3,3,315,315
"853",1982,3,3,3,3,315,315
"854",1983,3,2,3,2,315,315
"855",1984,2,3,2,3,315,315
"856",1985,2,3,2,3,315,315
"857",1986,3,3,3,3,315,315
"858",1987,3,3,3,3,315,315
"859",1988,2,3,2,3,315,315
"860",1989,3,3,3,3,315,315
"861",1990,1,1,1,1,315,315
"862",1991,NA,1,1,1,315,315
"863",1992,2,1,2,1,315,315
"864",1993,NA,1,1,1,315,315
"865",1976,NA,NA,NA,NA,316,316
"866",1977,NA,NA,NA,NA,316,316
"867",1978,NA,NA,NA,NA,316,316
"868",1979,NA,NA,NA,NA,316,316
"869",1980,NA,NA,NA,NA,316,316
"870",1981,NA,NA,NA,NA,316,316
"871",1982,NA,NA,NA,NA,316,316
"872",1983,NA,NA,NA,NA,316,316
"873",1984,NA,NA,NA,NA,316,316
"874",1985,NA,NA,NA,NA,316,316
"875",1986,NA,NA,NA,NA,316,316
"876",1987,NA,NA,NA,NA,316,316
"877",1988,NA,NA,NA,NA,316,316
"878",1989,NA,NA,NA,NA,316,316
"879",1990,NA,NA,NA,NA,316,316
"880",1991,NA,NA,NA,NA,316,316
"881",1992,NA,NA,NA,NA,316,316
"882",1993,NA,NA,NA,NA,316,316
"883",1976,1,1,1,1,325,325
"884",1977,2,1,2,1,325,325
"885",1978,1,1,1,1,325,325
"886",1979,2,1,2,1,325,325
"887",1980,2,1,2,1,325,325
"888",1981,2,1,2,1,325,325
"889",1982,2,1,2,1,325,325
"890",1983,2,3,2,3,325,325
"891",1984,2,1,2,1,325,325
"892",1985,2,1,2,1,325,325
"893",1986,2,1,2,1,325,325
"894",1987,2,2,2,2,325,325
"895",1988,3,1,3,1,325,325
"896",1989,2,1,2,1,325,325
"897",1990,2,1,2,1,325,325
"898",1991,2,1,2,1,325,325
"899",1992,2,1,2,1,325,325
"900",1993,NA,2,2,2,325,325
"901",1976,NA,1,1,1,333,333
"902",1977,NA,NA,NA,NA,333,333
"903",1978,NA,NA,NA,NA,333,333
"904",1979,NA,1,1,1,333,333
"905",1980,NA,1,1,1,333,333
"906",1981,NA,1,1,1,333,333
"907",1982,NA,1,1,1,333,333
"908",1983,NA,1,1,1,333,333
"909",1984,NA,1,1,1,333,333
"910",1985,1,2,1,2,333,333
"911",1986,1,1,1,1,333,333
"912",1987,1,1,1,1,333,333
"913",1988,NA,1,1,1,333,333
"914",1989,NA,1,1,1,333,333
"915",1990,NA,1,1,1,333,333
"916",1991,NA,1,1,1,333,333
"917",1992,NA,1,1,1,333,333
"918",1993,NA,1,1,1,333,333
"919",1976,4,NA,4,4,339,339
"920",1977,3,NA,3,3,339,339
"921",1978,3,NA,3,3,339,339
"922",1979,3,NA,3,3,339,339
"923",1980,3,3,3,3,339,339
"924",1981,3,3,3,3,339,339
"925",1982,3,3,3,3,339,339
"926",1983,3,3,3,3,339,339
"927",1984,3,3,3,3,339,339
"928",1985,3,3,3,3,339,339
"929",1986,3,3,3,3,339,339
"930",1987,3,3,3,3,339,339
"931",1988,3,3,3,3,339,339
"932",1989,3,3,3,3,339,339
"933",1990,3,3,3,3,339,339
"934",1991,3,2,3,2,339,339
"935",1992,2,2,2,2,339,339
"936",1993,2,2,2,2,339,339
"937",1976,NA,NA,NA,NA,343,343
"938",1977,NA,NA,NA,NA,343,343
"939",1978,NA,NA,NA,NA,343,343
"940",1979,NA,NA,NA,NA,343,343
"941",1980,NA,NA,NA,NA,343,343
"942",1981,NA,NA,NA,NA,343,343
"943",1982,NA,NA,NA,NA,343,343
"944",1983,NA,NA,NA,NA,343,343
"945",1984,NA,NA,NA,NA,343,343
"946",1985,NA,NA,NA,NA,343,343
"947",1986,NA,NA,NA,NA,343,343
"948",1987,NA,NA,NA,NA,343,343
"949",1988,NA,NA,NA,NA,343,343
"950",1989,NA,NA,NA,NA,343,343
"951",1990,NA,NA,NA,NA,343,343
"952",1991,NA,NA,NA,NA,343,343
"953",1992,NA,2,2,2,343,343
"954",1993,2,1,2,1,343,343
"955",1976,NA,NA,NA,NA,344,344
"956",1977,NA,NA,NA,NA,344,344
"957",1978,NA,NA,NA,NA,344,344
"958",1979,NA,NA,NA,NA,344,344
"959",1980,NA,NA,NA,NA,344,344
"960",1981,NA,NA,NA,NA,344,344
"961",1982,NA,NA,NA,NA,344,344
"962",1983,NA,NA,NA,NA,344,344
"963",1984,NA,NA,NA,NA,344,344
"964",1985,NA,NA,NA,NA,344,344
"965",1986,NA,NA,NA,NA,344,344
"966",1987,NA,NA,NA,NA,344,344
"967",1988,NA,NA,NA,NA,344,344
"968",1989,NA,NA,NA,NA,344,344
"969",1990,NA,NA,NA,NA,344,344
"970",1991,NA,NA,NA,NA,344,344
"971",1992,4,5,4,5,344,344
"972",1993,3,5,3,5,344,344
"973",1976,3,3,3,3,345,345
"974",1977,3,3,3,3,345,345
"975",1978,3,3,3,3,345,345
"976",1979,3,3,3,3,345,345
"977",1980,3,2,3,2,345,345
"978",1981,3,3,3,3,345,345
"979",1982,3,3,3,3,345,345
"980",1983,3,2,3,2,345,345
"981",1984,3,3,3,3,345,345
"982",1985,3,3,3,3,345,345
"983",1986,3,2,3,2,345,345
"984",1987,3,3,3,3,345,345
"985",1988,3,3,3,3,345,345
"986",1989,3,3,3,3,345,345
"987",1990,3,3,3,3,345,345
"988",1991,4,5,4,5,345,345
"989",1992,NA,5,5,5,345,345
"990",1993,3,5,3,5,345,345
"991",1976,NA,NA,NA,NA,346,346
"992",1977,NA,NA,NA,NA,346,346
"993",1978,NA,NA,NA,NA,346,346
"994",1979,NA,NA,NA,NA,346,346
"995",1980,NA,NA,NA,NA,346,346
"996",1981,NA,NA,NA,NA,346,346
"997",1982,NA,NA,NA,NA,346,346
"998",1983,NA,NA,NA,NA,346,346
"999",1984,NA,NA,NA,NA,346,346
"1000",1985,NA,NA,NA,NA,346,346
"1001",1986,NA,NA,NA,NA,346,346
"1002",1987,NA,NA,NA,NA,346,346
"1003",1988,NA,NA,NA,NA,346,346
"1004",1989,NA,NA,NA,NA,346,346
"1005",1990,NA,NA,NA,NA,346,346
"1006",1991,NA,NA,NA,NA,346,346
"1007",1992,5,5,5,5,346,346
"1008",1993,5,5,5,5,346,346
"1009",1976,NA,NA,NA,NA,349,349
"1010",1977,NA,NA,NA,NA,349,349
"1011",1978,NA,NA,NA,NA,349,349
"1012",1979,NA,NA,NA,NA,349,349
"1013",1980,NA,NA,NA,NA,349,349
"1014",1981,NA,NA,NA,NA,349,349
"1015",1982,NA,NA,NA,NA,349,349
"1016",1983,NA,NA,NA,NA,349,349
"1017",1984,NA,NA,NA,NA,349,349
"1018",1985,NA,NA,NA,NA,349,349
"1019",1986,NA,NA,NA,NA,349,349
"1020",1987,NA,NA,NA,NA,349,349
"1021",1988,NA,NA,NA,NA,349,349
"1022",1989,NA,NA,NA,NA,349,349
"1023",1990,NA,NA,NA,NA,349,349
"1024",1991,NA,NA,NA,NA,349,349
"1025",1992,3,1,3,1,349,349
"1026",1993,NA,1,1,1,349,349
"1027",1976,1,2,1,2,350,350
"1028",1977,2,1,2,1,350,350
"1029",1978,2,1,2,1,350,350
"1030",1979,2,1,2,1,350,350
"1031",1980,2,1,2,1,350,350
"1032",1981,2,1,2,1,350,350
"1033",1982,2,1,2,1,350,350
"1034",1983,2,1,2,1,350,350
"1035",1984,2,1,2,1,350,350
"1036",1985,2,1,2,1,350,350
"1037",1986,3,1,3,1,350,350
"1038",1987,2,2,2,2,350,350
"1039",1988,2,2,2,2,350,350
"1040",1989,2,2,2,2,350,350
"1041",1990,2,1,2,1,350,350
"1042",1991,2,1,2,1,350,350
"1043",1992,2,2,2,2,350,350
"1044",1993,2,2,2,2,350,350
"1045",1976,NA,NA,NA,NA,352,352
"1046",1977,2,1,2,1,352,352
"1047",1978,NA,1,1,1,352,352
"1048",1979,NA,1,1,1,352,352
"1049",1980,NA,1,1,1,352,352
"1050",1981,NA,1,1,1,352,352
"1051",1982,NA,1,1,1,352,352
"1052",1983,NA,1,1,1,352,352
"1053",1984,2,1,2,1,352,352
"1054",1985,1,1,1,1,352,352
"1055",1986,NA,1,1,1,352,352
"1056",1987,NA,1,1,1,352,352
"1057",1988,NA,1,1,1,352,352
"1058",1989,1,1,1,1,352,352
"1059",1990,2,1,2,1,352,352
"1060",1991,2,1,2,1,352,352
"1061",1992,2,1,2,1,352,352
"1062",1993,2,1,2,1,352,352
"1063",1976,4,NA,4,4,355,355
"1064",1977,3,NA,3,3,355,355
"1065",1978,3,NA,3,3,355,355
"1066",1979,3,2,3,2,355,355
"1067",1980,3,2,3,2,355,355
"1068",1981,3,3,3,3,355,355
"1069",1982,3,3,3,3,355,355
"1070",1983,2,3,2,3,355,355
"1071",1984,2,3,2,3,355,355
"1072",1985,3,3,3,3,355,355
"1073",1986,3,3,3,3,355,355
"1074",1987,3,3,3,3,355,355
"1075",1988,3,3,3,3,355,355
"1076",1989,3,3,3,3,355,355
"1077",1990,2,2,2,2,355,355
"1078",1991,2,1,2,1,355,355
"1079",1992,2,2,2,2,355,355
"1080",1993,2,2,2,2,355,355
"1081",1976,NA,NA,NA,NA,359,359
"1082",1977,NA,NA,NA,NA,359,359
"1083",1978,NA,NA,NA,NA,359,359
"1084",1979,NA,NA,NA,NA,359,359
"1085",1980,NA,NA,NA,NA,359,359
"1086",1981,NA,NA,NA,NA,359,359
"1087",1982,NA,NA,NA,NA,359,359
"1088",1983,NA,NA,NA,NA,359,359
"1089",1984,NA,NA,NA,NA,359,359
"1090",1985,NA,NA,NA,NA,359,359
"1091",1986,NA,NA,NA,NA,359,359
"1092",1987,NA,NA,NA,NA,359,359
"1093",1988,NA,NA,NA,NA,359,359
"1094",1989,NA,NA,NA,NA,359,359
"1095",1990,NA,NA,NA,NA,359,359
"1096",1991,NA,NA,NA,NA,359,359
"1097",1992,4,3,4,3,359,359
"1098",1993,1,3,1,3,359,359
"1099",1976,4,NA,4,4,360,360
"1100",1977,3,NA,3,3,360,360
"1101",1978,3,NA,3,3,360,360
"1102",1979,3,2,3,2,360,360
"1103",1980,3,3,3,3,360,360
"1104",1981,3,2,3,2,360,360
"1105",1982,3,2,3,2,360,360
"1106",1983,3,3,3,3,360,360
"1107",1984,3,3,3,3,360,360
"1108",1985,3,3,3,3,360,360
"1109",1986,3,3,3,3,360,360
"1110",1987,3,3,3,3,360,360
"1111",1988,2,3,2,3,360,360
"1112",1989,4,4,4,4,360,360
"1113",1990,3,2,3,2,360,360
"1114",1991,2,2,2,2,360,360
"1115",1992,3,1,3,1,360,360
"1116",1993,2,2,2,2,360,360
"1117",1976,3,NA,3,3,365,365
"1118",1977,3,NA,3,3,365,365
"1119",1978,3,NA,3,3,365,365
"1120",1979,4,3,4,3,365,365
"1121",1980,3,3,3,3,365,365
"1122",1981,3,3,3,3,365,365
"1123",1982,3,3,3,3,365,365
"1124",1983,3,3,3,3,365,365
"1125",1984,3,3,3,3,365,365
"1126",1985,3,3,3,3,365,365
"1127",1986,3,3,3,3,365,365
"1128",1987,3,3,3,3,365,365
"1129",1988,2,2,2,2,365,365
"1130",1989,2,2,2,2,365,365
"1131",1990,3,3,3,3,365,365
"1132",1991,3,4,3,4,365,365
"1133",1992,2,3,2,3,365,365
"1134",1993,2,3,2,3,365,365
"1135",1976,NA,NA,NA,NA,366,366
"1136",1977,NA,NA,NA,NA,366,366
"1137",1978,NA,NA,NA,NA,366,366
"1138",1979,NA,NA,NA,NA,366,366
"1139",1980,NA,NA,NA,NA,366,366
"1140",1981,NA,NA,NA,NA,366,366
"1141",1982,NA,NA,NA,NA,366,366
"1142",1983,NA,NA,NA,NA,366,366
"1143",1984,NA,NA,NA,NA,366,366
"1144",1985,NA,NA,NA,NA,366,366
"1145",1986,NA,NA,NA,NA,366,366
"1146",1987,NA,NA,NA,NA,366,366
"1147",1988,NA,NA,NA,NA,366,366
"1148",1989,NA,NA,NA,NA,366,366
"1149",1990,NA,NA,NA,NA,366,366
"1150",1991,NA,NA,NA,NA,366,366
"1151",1992,1,2,1,2,366,366
"1152",1993,1,2,1,2,366,366
"1153",1976,NA,NA,NA,NA,367,367
"1154",1977,NA,NA,NA,NA,367,367
"1155",1978,NA,NA,NA,NA,367,367
"1156",1979,NA,NA,NA,NA,367,367
"1157",1980,NA,NA,NA,NA,367,367
"1158",1981,NA,NA,NA,NA,367,367
"1159",1982,NA,NA,NA,NA,367,367
"1160",1983,NA,NA,NA,NA,367,367
"1161",1984,NA,NA,NA,NA,367,367
"1162",1985,NA,NA,NA,NA,367,367
"1163",1986,NA,NA,NA,NA,367,367
"1164",1987,NA,NA,NA,NA,367,367
"1165",1988,NA,NA,NA,NA,367,367
"1166",1989,NA,NA,NA,NA,367,367
"1167",1990,NA,NA,NA,NA,367,367
"1168",1991,NA,NA,NA,NA,367,367
"1169",1992,1,1,1,1,367,367
"1170",1993,1,2,1,2,367,367
"1171",1976,NA,NA,NA,NA,368,368
"1172",1977,NA,NA,NA,NA,368,368
"1173",1978,NA,NA,NA,NA,368,368
"1174",1979,NA,NA,NA,NA,368,368
"1175",1980,NA,NA,NA,NA,368,368
"1176",1981,NA,NA,NA,NA,368,368
"1177",1982,NA,NA,NA,NA,368,368
"1178",1983,NA,NA,NA,NA,368,368
"1179",1984,NA,NA,NA,NA,368,368
"1180",1985,NA,NA,NA,NA,368,368
"1181",1986,NA,NA,NA,NA,368,368
"1182",1987,NA,NA,NA,NA,368,368
"1183",1988,NA,NA,NA,NA,368,368
"1184",1989,NA,NA,NA,NA,368,368
"1185",1990,NA,NA,NA,NA,368,368
"1186",1991,NA,NA,NA,NA,368,368
"1187",1992,1,1,1,1,368,368
"1188",1993,1,1,1,1,368,368
"1189",1976,NA,NA,NA,NA,369,369
"1190",1977,NA,NA,NA,NA,369,369
"1191",1978,NA,NA,NA,NA,369,369
"1192",1979,NA,NA,NA,NA,369,369
"1193",1980,NA,NA,NA,NA,369,369
"1194",1981,NA,NA,NA,NA,369,369
"1195",1982,NA,NA,NA,NA,369,369
"1196",1983,NA,NA,NA,NA,369,369
"1197",1984,NA,NA,NA,NA,369,369
"1198",1985,NA,NA,NA,NA,369,369
"1199",1986,NA,NA,NA,NA,369,369
"1200",1987,NA,NA,NA,NA,369,369
"1201",1988,NA,NA,NA,NA,369,369
"1202",1989,NA,NA,NA,NA,369,369
"1203",1990,NA,NA,NA,NA,369,369
"1204",1991,NA,NA,NA,NA,369,369
"1205",1992,1,2,1,2,369,369
"1206",1993,1,2,1,2,369,369
"1207",1976,NA,NA,NA,NA,370,370
"1208",1977,NA,NA,NA,NA,370,370
"1209",1978,NA,NA,NA,NA,370,370
"1210",1979,NA,NA,NA,NA,370,370
"1211",1980,NA,NA,NA,NA,370,370
"1212",1981,NA,NA,NA,NA,370,370
"1213",1982,NA,NA,NA,NA,370,370
"1214",1983,NA,NA,NA,NA,370,370
"1215",1984,NA,NA,NA,NA,370,370
"1216",1985,NA,NA,NA,NA,370,370
"1217",1986,NA,NA,NA,NA,370,370
"1218",1987,NA,NA,NA,NA,370,370
"1219",1988,NA,NA,NA,NA,370,370
"1220",1989,NA,NA,NA,NA,370,370
"1221",1990,NA,NA,NA,NA,370,370
"1222",1991,NA,NA,NA,NA,370,370
"1223",1992,1,2,1,2,370,370
"1224",1993,2,2,2,2,370,370
"1225",1976,NA,NA,NA,NA,371,371
"1226",1977,NA,NA,NA,NA,371,371
"1227",1978,NA,NA,NA,NA,371,371
"1228",1979,NA,NA,NA,NA,371,371
"1229",1980,NA,NA,NA,NA,371,371
"1230",1981,NA,NA,NA,NA,371,371
"1231",1982,NA,NA,NA,NA,371,371
"1232",1983,NA,NA,NA,NA,371,371
"1233",1984,NA,NA,NA,NA,371,371
"1234",1985,NA,NA,NA,NA,371,371
"1235",1986,NA,NA,NA,NA,371,371
"1236",1987,NA,NA,NA,NA,371,371
"1237",1988,NA,NA,NA,NA,371,371
"1238",1989,NA,NA,NA,NA,371,371
"1239",1990,NA,NA,NA,NA,371,371
"1240",1991,NA,NA,NA,NA,371,371
"1241",1992,NA,2,2,2,371,371
"1242",1993,1,3,1,3,371,371
"1243",1976,NA,NA,NA,NA,372,372
